n,o,l
E06000013,11.058772,7.0
E06000054,14.097031,10.0
E08000027,21.081732,12.0
E10000024,29.989157,11.0
E06000042,17.056559,7.0
E09000023,24.401352,7.0
E08000010,33.90324,19.0
E09000020,11.60109,0.0
E06000051,9.301579,12.0
E10000014,81.67114,50.0
E06000057,5.8271575,5.0
E06000005,33.87989,20.0
E06000055,15.316433,3.0
E08000008,8.582025,6.0
E08000019,57.9468,42.0
E08000005,21.750444,14.0
E08000021,31.514029,18.0
E08000033,5.025508,2.0
E09000016,25.917967,10.0
E08000031,31.641047,9.0
E09000006,10.744305,5.0
E06000045,7.1389303,1.0
E06000034,24.28276,16.0
E10000003,15.57113,6.0
E06000052,19.328955,11.0
E08000034,8.958313,9.0
E09000027,22.979422,23.0
E06000016,15.008768,9.0
E06000006,49.87636,28.0
E08000024,62.037514,19.0
E10000006,19.291872,3.0
E08000013,18.652075,11.0
E09000018,13.506995,11.0
E06000021,18.344559,10.0
E06000002,13.278768,21.0
E09000009,33.908726,11.0
E06000009,34.342552,31.0
E10000021,16.303568,8.0
E10000027,25.942432,16.0
E10000002,27.262808,20.0
E10000018,5.4852304,0.0
E09000001,4.2334895,2.0
E10000007,29.051167,27.0
E08000026,19.081228,5.0
E10000015,74.26277,33.0
E08000023,16.830614,7.0
E06000049,32.39216,21.0
E08000003,51.586765,19.0
E08000025,64.03609,49.0
E09000029,22.47298,7.0
E09000017,22.78427,10.0
E09000002,13.324622,11.0
E10000032,37.45927,18.0
E10000020,19.792038,4.0
E08000022,52.27622,54.0
E08000004,37.65462,24.0
E08000007,31.981342,15.0
E06000056,18.034742,2.0
E06000033,7.165638,5.0
E10000030,82.58417,39.0
E06000040,6.9907002,4.0
E10000008,20.834457,7.0
E09000021,30.43554,12.0
E08000014,12.632553,2.0
E06000014,7.4292173,6.0
E10000016,101.93474,68.0
E06000008,12.81196,5.0
E10000023,27.847988,14.0
E10000017,99.753105,49.0
E09000015,25.899557,13.0
E08000011,20.692076,7.0
E06000041,4.9103136,8.0
E08000035,45.569244,33.0
E06000035,24.529377,12.0
E10000011,19.813997,13.0
E06000012,5.7178345,1.0
E06000047,59.28052,27.0
E06000007,27.69287,7.0
E10000029,32.12901,31.0
E06000030,16.194284,14.0
E06000038,11.802893,6.0
E08000009,22.692543,8.0
E06000011,10.141983,21.0
E08000015,42.163166,26.0
E06000043,11.997311,8.0
E10000025,55.325718,29.0
E06000018,15.880747,10.0
E10000013,47.469425,29.0
E08000037,35.268,16.0
E08000002,25.32749,8.0
E06000026,4.296468,13.0
E06000017,6.028675,0.0
E06000027,4.4233522,22.0
E06000022,10.723827,10.0
E10000031,34.908325,31.0
E06000024,7.15304,2.0
E06000046,5.7284365,1.0
E09000026,24.353487,6.0
E06000050,26.64652,18.0
E06000059,8.415684,6.0
E06000031,5.3486342,4.0
E10000019,26.036722,27.0
E06000044,11.680531,1.0
E09000008,36.947216,7.0
E08000030,22.615454,10.0
E10000012,74.78752,27.0
E09000022,37.397144,11.0
E06000003,12.256269,8.0
E06000004,11.837193,9.0
E08000018,17.248178,18.0
E08000036,17.065073,7.0
E09000003,34.57871,9.0
E08000016,21.551592,23.0
E09000004,20.73812,18.0
E08000001,33.209045,23.0
E08000012,52.799145,21.0
E06000032,25.132507,1.0
E09000005,34.022312,14.0
E10000034,37.78387,15.0
E06000001,6.7759166,3.0
E08000032,27.831152,7.0
E06000015,11.45369,4.0
E06000037,6.775242,6.0
E09000010,27.04897,7.0
E06000039,12.613676,6.0
E08000017,8.502495,7.0
E10000028,49.85391,42.0
E06000020,3.6816132,4.0
E06000036,17.547842,12.0
