n,o,l
avila,32.016308,34.0
cadiz,17.125341,14.0
ciudad_real,0.09592967,0.0
soria,18.433203,26.0
huelva,6.441488,8.0
bizkaia,181.28069,259.0
jaen,27.465853,42.0
guadalajara,0.09591916,0.0
badajoz,19.463682,61.0
leon,47.786182,58.0
malaga,51.19608,16.0
segovia,92.55067,101.0
albacete,0.09590064,0.0
gipuzkoa,57.870457,71.0
alicante,57.994793,112.0
burgos,22.473425,46.0
tarragona,26.794306,0.0
cuenca,0.095903605,0.0
valladolid,101.41778,139.0
toledo,51.206657,82.0
caceres,41.07129,152.0
araba/alava,0.09591916,0.0
girona,40.26511,0.0
zamora,978.4471,895.0
cordoba,31.068457,20.0
barcelona,9.856613,38.0
lleida,65.072334,53.0
castellon,23.555685,76.0
valencia,130.42998,179.0
granada,43.47517,39.0
salamanca,66.66387,95.0
almeria,10.200074,3.0
palencia,17.795591,47.0
sevilla,53.761097,60.0
