n,o,l
E06000013,6.2675605,16.0
E06000054,15.245782,5.0
E08000027,32.55557,10.0
E10000024,47.609657,45.0
E06000042,19.502815,16.0
E09000023,47.7135,15.0
E08000010,26.459454,30.0
E09000020,24.938383,6.0
E06000051,14.374651,15.0
E10000014,96.30209,64.0
E06000057,3.0879908,7.0
E06000005,23.780947,31.0
E06000055,15.590895,20.0
E08000008,20.6,15.0
E08000019,86.26132,48.0
E08000005,18.85996,25.0
E08000021,36.564083,31.0
E08000033,12.240333,8.0
E09000016,28.63163,14.0
E08000031,27.826359,17.0
E09000006,49.079216,20.0
E06000045,22.808056,17.0
E06000034,17.699173,4.0
E10000003,26.822506,20.0
E06000052,22.907196,10.0
E08000034,25.616089,24.0
E09000027,19.155804,8.0
E06000016,26.551338,13.0
E06000006,15.424144,10.0
E08000024,39.106857,30.0
E10000006,70.127304,52.0
E08000013,29.168732,9.0
E09000018,33.457577,21.0
E06000021,14.24642,14.0
E06000002,21.054789,20.0
E09000009,15.812122,8.0
E06000009,44.289036,26.0
E10000021,54.144165,33.0
E10000027,16.453032,17.0
E10000002,33.24685,21.0
E10000018,31.873375,22.0
E09000001,2.8679297,0.0
E10000007,48.820793,31.0
E08000026,30.705925,13.0
E10000015,97.996124,61.0
E08000023,16.026579,27.0
E06000049,26.620718,28.0
E08000003,39.31372,49.0
E08000025,130.87572,82.0
E09000029,32.311905,25.0
E09000017,29.777628,17.0
E09000002,23.82058,13.0
E10000032,33.02911,34.0
E10000020,34.142757,56.0
E08000022,21.901821,11.0
E08000004,24.70575,18.0
E08000007,28.431988,20.0
E06000056,22.759985,16.0
E06000033,18.923393,7.0
E10000030,89.58948,86.0
E06000040,8.354328,10.0
E10000008,23.682678,25.0
E09000021,33.20228,30.0
E08000014,20.190723,17.0
E06000014,10.300517,7.0
E10000016,93.984726,67.0
E06000008,13.267488,16.0
E10000023,29.582062,15.0
E10000017,95.987885,90.0
E09000015,38.890213,15.0
E08000011,24.292503,8.0
E06000041,13.684074,15.0
E08000035,36.342674,36.0
E06000035,23.89417,13.0
E10000011,24.509201,13.0
E06000012,3.6025386,6.0
E06000047,35.882683,39.0
E06000007,24.842766,29.0
E10000029,29.456137,21.0
E06000030,9.826601,17.0
E06000038,13.868742,36.0
E08000009,26.057491,24.0
E06000011,12.51647,26.0
E08000015,35.487305,46.0
E06000043,15.59061,13.0
E10000025,57.41313,52.0
E06000018,19.935204,11.0
E10000013,38.379486,27.0
E08000037,28.022354,25.0
E08000002,15.134439,10.0
E06000026,10.151925,16.0
E06000017,3.4213703,0.0
E06000027,5.7428412,3.0
E06000022,4.39525,9.0
E10000031,44.4604,20.0
E06000024,8.198639,5.0
E06000046,2.7448645,0.0
E09000026,32.9805,14.0
E06000050,28.362741,22.0
E06000059,13.786697,8.0
E06000031,6.5824447,4.0
E10000019,30.187622,31.0
E06000044,5.9125175,11.0
E09000008,66.58058,48.0
E08000030,44.530514,22.0
E10000012,103.020996,50.0
E09000022,54.632652,11.0
E06000003,12.1118,5.0
E06000004,16.750702,15.0
E08000018,29.280396,20.0
E08000036,21.106924,15.0
E09000003,60.95211,20.0
E08000016,27.0222,27.0
E09000004,25.521463,23.0
E08000001,23.2396,31.0
E08000012,54.885742,31.0
E06000032,26.315056,24.0
E09000005,65.710686,34.0
E10000034,45.364334,48.0
E06000001,3.5475078,8.0
E08000032,27.993832,17.0
E06000015,29.414597,5.0
E06000037,10.148798,12.0
E09000010,32.054977,35.0
E06000039,10.153461,17.0
E08000017,21.613394,4.0
E10000028,57.000313,51.0
E06000020,8.487554,5.0
E06000036,7.5491157,10.0
