n,o,l
E06000013,1.7431773,3.0
E06000054,11.5331,5.0
E08000027,21.409603,27.0
E10000024,29.137135,18.0
E06000042,7.726118,17.0
E09000023,31.890146,8.0
E08000010,10.721718,24.0
E09000020,17.074984,10.0
E06000051,11.9882965,6.0
E10000014,71.73801,83.0
E06000057,1.7840972,4.0
E06000005,10.634768,24.0
E06000055,8.936404,17.0
E08000008,7.1365504,10.0
E08000019,69.88132,57.0
E08000005,13.526228,18.0
E08000021,20.655922,29.0
E08000033,3.8886557,12.0
E09000016,13.893009,26.0
E08000031,38.775913,23.0
E09000006,12.769808,9.0
E06000045,10.573517,4.0
E06000034,16.619293,24.0
E10000003,11.783373,12.0
E06000052,9.620596,12.0
E08000034,17.84849,8.0
E09000027,14.248318,20.0
E06000016,4.2998204,12.0
E06000006,9.720686,37.0
E08000024,48.26518,34.0
E10000006,11.631612,12.0
E08000013,18.99611,16.0
E09000018,3.4542828,24.0
E06000021,6.958457,17.0
E06000002,2.039611,17.0
E09000009,36.99715,45.0
E06000009,24.842627,27.0
E10000021,5.5993886,16.0
E10000027,19.062244,26.0
E10000002,22.468792,27.0
E10000018,1.3806043,0.0
E09000001,2.3544238,4.0
E10000007,37.281895,26.0
E08000026,18.86762,15.0
E10000015,60.436954,76.0
E08000023,2.4875402,18.0
E06000049,8.625639,29.0
E08000003,24.291777,37.0
E08000025,88.47892,64.0
E09000029,19.537527,14.0
E09000017,22.419289,20.0
E09000002,13.202045,10.0
E10000032,22.094643,26.0
E10000020,11.806448,8.0
E08000022,22.57881,48.0
E08000004,13.751703,48.0
E08000007,12.062733,32.0
E06000056,12.11942,18.0
E06000033,7.7618766,10.0
E10000030,64.68649,82.0
E06000040,6.5265574,2.0
E10000008,13.385202,28.0
E09000021,12.936218,14.0
E08000014,12.587225,10.0
E06000014,3.252843,6.0
E10000016,59.821926,125.0
E06000008,2.5981069,12.0
E10000023,15.349995,24.0
E10000017,52.621174,73.0
E09000015,33.758778,27.0
E08000011,6.4902906,12.0
E06000041,6.188305,16.0
E08000035,24.246956,47.0
E06000035,12.208038,23.0
E10000011,11.407865,18.0
E06000012,1.9033073,4.0
E06000047,16.271278,56.0
E06000007,7.126274,28.0
E10000029,12.648544,33.0
E06000030,1.6989349,14.0
E06000038,7.573221,14.0
E08000009,13.136171,23.0
E06000011,1.5317456,22.0
E08000015,13.191839,30.0
E06000043,9.377993,11.0
E10000025,27.116146,70.0
E06000018,10.993649,13.0
E10000013,20.501873,63.0
E08000037,8.917999,33.0
E08000002,10.86673,20.0
E06000026,1.7923841,13.0
E06000017,0.9515243,1.0
E06000027,3.0525565,5.0
E06000022,2.5256538,16.0
E10000031,30.684368,30.0
E06000024,0.83375275,4.0
E06000046,1.3901681,5.0
E09000026,20.773682,10.0
E06000050,11.383349,25.0
E06000059,8.535446,12.0
E06000031,4.221498,4.0
E10000019,19.319447,29.0
E06000044,6.7206016,9.0
E09000008,44.32898,25.0
E08000030,27.583698,21.0
E10000012,69.77091,57.0
E09000022,44.579872,16.0
E06000003,8.511089,9.0
E06000004,7.6234555,6.0
E08000018,16.322792,22.0
E08000036,12.499821,14.0
E09000003,51.476665,21.0
E08000016,18.297281,25.0
E09000004,16.881973,14.0
E08000001,7.5964,29.0
E08000012,30.80685,34.0
E06000032,12.37227,22.0
E09000005,50.677216,39.0
E10000034,27.36024,31.0
E06000001,1.7587863,4.0
E08000032,14.247463,18.0
E06000015,20.108524,12.0
E06000037,3.0604894,13.0
E09000010,24.772177,24.0
E06000039,9.7621765,14.0
E08000017,12.708672,4.0
E10000028,36.32797,60.0
E06000020,6.1213875,7.0
E06000036,19.763027,25.0
