n,o,l
hautes_pyrenees,2.6987324,7.0
paris,117.4355,92.0
loire,0.0,1.0
landes,0.0,0.0
charente_maritime,0.93837965,6.0
ardeche,0.20164531,5.0
doubs,4.137433,5.0
aube,13.466168,7.0
essonne,71.31759,92.0
meurthe_et_moselle,4.964701,4.0
drome,0.6495371,2.0
dordogne,0.0,0.0
moselle,46.076717,50.0
tarn,0.0,1.0
lot,0.0,1.0
hauts_de_seine,82.67086,77.0
pas_de_calais,15.895656,23.0
marne,10.591613,42.0
puy_de_dome,4.852317,2.0
mayenne,0.0,0.0
val_de_marne,70.633766,40.0
pyrenees_atlantiques,11.44983,27.0
bas_rhin,0.06189607,15.0
herault,21.023693,27.0
bouches_du_rhone,96.08413,59.0
alpes_maritimes,10.346011,10.0
charente,0.0,1.0
eure,20.895409,23.0
correze,0.0,0.0
haute_savoie,8.340541,9.0
seine_et_marne,62.914425,66.0
rhone,8.441495,9.0
ain,4.443894,33.0
haute_garonne,4.4547677,5.0
jura,0.9490869,6.0
saone_et_loire,11.023946,7.0
indre,11.020413,8.0
pyrenees_orientales,0.0,0.0
ardennes,2.3493397,3.0
haut_rhin,31.69724,14.0
haute_saone,2.8682806,1.0
meuse,0.23760545,7.0
isere,0.0,1.0
territoire_de_belfort,1.5196788,1.0
cher,8.0879545,6.0
loir_et_cher,0.0,0.0
seine_maritime,13.224839,20.0
val_d'oise,32.050076,36.0
aisne,16.3384,11.0
oise,45.872208,18.0
cote_d'or,0.80023956,1.0
vosges,12.084735,8.0
nord,17.706934,11.0
gironde,8.029215,5.0
yonne,0.0,2.0
lot_et_garonne,0.0,0.0
yvelines,27.816038,15.0
gers,0.9694327,6.0
savoie,0.05105567,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,5.0
haute_marne,0.0,0.0
eure_et_loir,26.441698,16.0
seine_saint_denis,78.32194,68.0
maine_et_loire,0.0,1.0
manche,1.0745835,6.0
calvados,1.7429236,6.0
somme,14.139639,12.0
nievre,14.575706,4.0
vienne,0.0,0.0
cantal,0.0,1.0
tarn_et_garonne,3.429721,2.0
haute_loire,0.0,5.0
indre_et_loire,0.23103282,0.0
vaucluse,14.353566,10.0
var,1.2304631,10.0
orne,0.07582203,1.0
haute_vienne,0.0,1.0
aude,3.5333388,0.0
loiret,12.266856,1.0
gard,3.4672177,4.0
