n,o,l
E06000013,11.438579,9.0
E06000054,11.222634,5.0
E08000027,14.43497,4.0
E10000024,33.44121,35.0
E06000042,11.9629965,6.0
E09000023,17.779259,8.0
E08000010,29.698452,24.0
E09000020,2.044054,3.0
E06000051,13.167783,12.0
E10000014,68.14717,45.0
E06000057,7.511787,21.0
E06000005,33.12754,11.0
E06000055,14.777765,10.0
E08000008,15.193486,5.0
E08000019,51.887547,48.0
E08000005,21.165518,10.0
E08000021,24.781439,13.0
E08000033,4.485561,3.0
E09000016,18.55068,8.0
E08000031,18.376875,24.0
E09000006,24.029268,12.0
E06000045,11.640283,9.0
E06000034,4.1876206,5.0
E10000003,17.50666,15.0
E06000052,15.048413,11.0
E08000034,16.869478,18.0
E09000027,4.4350104,2.0
E06000016,15.26841,21.0
E06000006,7.842387,6.0
E08000024,36.78201,16.0
E10000006,47.020596,39.0
E08000013,9.928578,15.0
E09000018,14.134276,5.0
E06000021,13.110951,17.0
E06000002,16.30397,22.0
E09000009,11.030555,17.0
E06000009,28.651934,9.0
E10000021,27.673943,15.0
E10000027,14.091541,14.0
E10000002,19.702166,15.0
E10000018,19.11033,23.0
E09000001,2.707769,0.0
E10000007,28.449905,39.0
E08000026,15.900699,4.0
E10000015,60.765972,42.0
E08000023,16.557098,26.0
E06000049,28.28137,24.0
E08000003,44.494007,13.0
E08000025,58.259907,20.0
E09000029,25.644957,2.0
E09000017,16.722986,7.0
E09000002,11.570378,4.0
E10000032,31.106838,10.0
E10000020,50.76026,52.0
E08000022,11.511619,8.0
E08000004,25.108778,10.0
E08000007,25.967688,14.0
E06000056,13.383201,16.0
E06000033,5.179542,2.0
E10000030,75.773026,27.0
E06000040,5.0621133,1.0
E10000008,22.84677,25.0
E09000021,28.040504,10.0
E08000014,11.053176,7.0
E06000014,5.2929416,13.0
E10000016,92.868904,75.0
E06000008,11.640107,5.0
E10000023,22.987877,35.0
E10000017,85.9569,46.0
E09000015,18.497875,14.0
E08000011,12.664214,13.0
E06000041,11.352398,3.0
E08000035,35.920914,44.0
E06000035,14.262823,5.0
E10000011,12.958255,3.0
E06000012,3.1707454,3.0
E06000047,44.004425,29.0
E06000007,21.255129,14.0
E10000029,24.963566,25.0
E06000030,14.285703,2.0
E06000038,24.4985,13.0
E08000009,18.307474,10.0
E06000011,16.86582,27.0
E08000015,37.34892,17.0
E06000043,8.889823,1.0
E10000025,47.70286,21.0
E06000018,10.585375,18.0
E10000013,36.57105,33.0
E08000037,26.272654,20.0
E08000002,18.406576,16.0
E06000026,8.803324,3.0
E06000017,3.0589786,0.0
E06000027,2.2760973,1.0
E06000022,5.810256,2.0
E10000031,26.90201,29.0
E06000024,3.473677,9.0
E06000046,2.316925,4.0
E09000026,17.603905,7.0
E06000050,20.435053,24.0
E06000059,2.603969,4.0
E06000031,3.2061057,8.0
E10000019,24.173899,11.0
E06000044,7.5810027,7.0
E09000008,34.457478,18.0
E08000030,18.321505,26.0
E10000012,61.394314,73.0
E09000022,22.49368,7.0
E06000003,8.14309,9.0
E06000004,10.533626,6.0
E08000018,22.722229,29.0
E08000036,13.864282,15.0
E09000003,23.167322,7.0
E08000016,24.844496,17.0
E09000004,13.562496,7.0
E08000001,32.052525,8.0
E08000012,39.885174,24.0
E06000032,20.25349,19.0
E09000005,29.234371,5.0
E10000034,35.229824,18.0
E06000001,3.6375341,6.0
E08000032,19.11954,32.0
E06000015,5.7325487,6.0
E06000037,8.094586,4.0
E09000010,24.665041,4.0
E06000039,11.436351,6.0
E08000017,0.75648993,8.0
E10000028,44.613155,36.0
E06000020,3.065232,6.0
E06000036,8.2076845,5.0
