n,o,l
E06000013,12.74614,3.0
E06000054,6.213685,6.0
E08000027,20.689867,3.0
E10000024,24.26287,11.0
E06000042,7.815989,2.0
E09000023,5.1971855,4.0
E08000010,12.749393,12.0
E09000020,4.1713943,6.0
E06000051,8.454147,26.0
E10000014,39.86125,21.0
E06000057,5.306225,10.0
E06000005,15.797714,4.0
E06000055,10.455809,9.0
E08000008,9.420519,4.0
E08000019,26.71457,13.0
E08000005,6.5714254,12.0
E08000021,17.430672,16.0
E08000033,4.7868137,5.0
E09000016,8.98153,0.0
E08000031,16.790625,13.0
E09000006,10.493145,11.0
E06000045,5.468294,6.0
E06000034,24.556126,3.0
E10000003,5.206425,22.0
E06000052,17.521957,4.0
E08000034,6.8088484,6.0
E09000027,7.212842,4.0
E06000016,5.4856453,8.0
E06000006,20.982504,3.0
E08000024,43.876358,10.0
E10000006,7.541598,30.0
E08000013,10.025162,4.0
E09000018,15.724154,5.0
E06000021,8.301412,18.0
E06000002,10.094663,7.0
E09000009,11.223465,3.0
E06000009,12.791683,14.0
E10000021,13.077346,19.0
E10000027,6.454955,4.0
E10000002,15.594519,8.0
E10000018,4.3621063,18.0
E09000001,3.9802964,0.0
E10000007,18.763103,29.0
E08000026,11.549486,5.0
E10000015,44.25135,19.0
E08000023,15.88597,5.0
E06000049,16.685759,14.0
E08000003,14.437185,17.0
E08000025,25.68565,24.0
E09000029,5.0175853,3.0
E09000017,4.6141825,9.0
E09000002,4.0296836,6.0
E10000032,18.157103,7.0
E10000020,10.807621,23.0
E08000022,42.067333,6.0
E08000004,17.360168,26.0
E08000007,17.035568,8.0
E06000056,3.6236756,5.0
E06000033,4.360259,7.0
E10000030,22.939508,13.0
E06000040,3.9224544,2.0
E10000008,11.735904,4.0
E09000021,10.846678,3.0
E08000014,7.76065,1.0
E06000014,10.706787,14.0
E10000016,62.34598,53.0
E06000008,7.336004,7.0
E10000023,27.825176,15.0
E10000017,46.371956,22.0
E09000015,8.305273,13.0
E08000011,10.052015,2.0
E06000041,7.1771917,6.0
E08000035,26.797482,37.0
E06000035,7.5197062,5.0
E10000011,8.189318,3.0
E06000012,4.4700527,1.0
E06000047,44.701546,21.0
E06000007,10.820371,4.0
E10000029,28.491364,25.0
E06000030,4.89249,9.0
E06000038,7.654969,2.0
E08000009,9.163446,6.0
E06000011,22.769775,12.0
E08000015,12.099613,11.0
E06000043,4.561783,0.0
E10000025,20.239117,18.0
E06000018,9.172464,5.0
E10000013,17.56922,7.0
E08000037,24.804087,20.0
E08000002,7.6333895,4.0
E06000026,4.833327,6.0
E06000017,1.8661809,1.0
E06000027,0.12983473,2.0
E06000022,4.334759,2.0
E10000031,16.538368,10.0
E06000024,8.511978,6.0
E06000046,6.947474,4.0
E09000026,8.178868,9.0
E06000050,16.05757,9.0
E06000059,6.3814282,1.0
E06000031,7.061852,36.0
E10000019,11.074631,50.0
E06000044,4.1475906,1.0
E09000008,13.009215,4.0
E08000030,17.287903,3.0
E10000012,42.24109,47.0
E09000022,7.9039626,7.0
E06000003,6.2503204,7.0
E06000004,8.835085,7.0
E08000018,15.59666,11.0
E08000036,12.4650345,15.0
E09000003,8.09628,5.0
E08000016,12.0325165,7.0
E09000004,7.3284955,4.0
E08000001,13.730704,8.0
E08000012,17.825829,2.0
E06000032,3.455314,1.0
E09000005,11.394032,5.0
E10000034,13.088114,10.0
E06000001,5.417575,10.0
E08000032,29.456469,17.0
E06000015,5.719431,5.0
E06000037,4.741327,1.0
E09000010,3.4796112,1.0
E06000039,10.4487,0.0
E08000017,24.54271,0.0
E10000028,25.9532,18.0
E06000020,5.8323927,1.0
E06000036,20.546432,2.0
