n,o,l
avila,45.126423,48.0
cadiz,52.41683,0.0
ciudad_real,105.51347,169.0
soria,53.522957,103.0
huelva,43.49219,1.0
bizkaia,120.265045,173.0
jaen,42.92487,8.0
guadalajara,76.35732,19.0
badajoz,45.523594,5.0
leon,102.78394,17.0
malaga,53.466576,105.0
segovia,78.9768,64.0
albacete,55.95666,17.0
gipuzkoa,71.169235,31.0
alicante,84.02664,17.0
burgos,52.994392,34.0
tarragona,6.8595424,33.0
cuenca,61.453167,25.0
valladolid,126.91385,44.0
toledo,45.43603,19.0
caceres,66.83991,42.0
araba/alava,72.963684,30.0
girona,3.802069,163.0
zamora,576.2986,10.0
cordoba,49.14127,6.0
barcelona,51.251232,745.0
lleida,50.05717,68.0
castellon,49.87142,2.0
valencia,76.52852,41.0
granada,53.172398,58.0
salamanca,49.026295,49.0
almeria,43.11413,7.0
palencia,40.826958,37.0
sevilla,63.557392,43.0
