n,o,l
E06000013,2.873145,6.0
E06000054,11.551199,3.0
E08000027,21.43367,24.0
E10000024,27.635857,31.0
E06000042,10.538365,10.0
E09000023,32.826435,25.0
E08000010,11.214083,14.0
E09000020,17.490063,9.0
E06000051,11.929261,13.0
E10000014,73.042786,49.0
E06000057,2.9139056,1.0
E06000005,11.467704,6.0
E06000055,10.672191,3.0
E08000008,8.574482,13.0
E08000019,69.16579,62.0
E08000005,14.097015,8.0
E08000021,22.255728,30.0
E08000033,5.4894075,9.0
E09000016,13.899818,9.0
E08000031,39.44544,22.0
E09000006,13.176981,9.0
E06000045,12.114201,7.0
E06000034,18.240803,12.0
E10000003,12.698861,11.0
E06000052,10.971327,15.0
E08000034,19.750864,15.0
E09000027,12.254131,1.0
E06000016,5.294833,2.0
E06000006,7.158125,11.0
E08000024,48.90106,49.0
E10000006,13.061665,20.0
E08000013,21.76497,15.0
E09000018,5.6113462,17.0
E06000021,8.195272,14.0
E06000002,3.1177888,4.0
E09000009,38.173912,25.0
E06000009,26.010952,23.0
E10000021,7.47377,4.0
E10000027,20.58768,11.0
E10000002,22.586367,4.0
E10000018,2.2703319,1.0
E09000001,4.286106,4.0
E10000007,38.14964,27.0
E08000026,18.954014,17.0
E10000015,59.527256,63.0
E08000023,3.2294679,5.0
E06000049,11.779746,13.0
E08000003,22.217253,23.0
E08000025,82.02755,105.0
E09000029,23.610432,11.0
E09000017,23.697737,18.0
E09000002,15.050672,11.0
E10000032,22.985424,16.0
E10000020,12.398203,7.0
E08000022,22.02354,21.0
E08000004,14.680329,10.0
E08000007,12.73735,12.0
E06000056,13.553097,5.0
E06000033,9.244162,11.0
E10000030,64.89259,49.0
E06000040,9.257733,2.0
E10000008,14.281713,10.0
E09000021,15.485785,12.0
E08000014,12.51412,13.0
E06000014,4.346874,0.0
E10000016,59.48361,59.0
E06000008,4.488591,8.0
E10000023,17.076767,14.0
E10000017,48.953762,36.0
E09000015,34.895008,22.0
E08000011,8.553873,12.0
E06000041,7.9460716,13.0
E08000035,24.699726,21.0
E06000035,11.628391,9.0
E10000011,12.711727,12.0
E06000012,3.3251035,3.0
E06000047,17.005049,14.0
E06000007,8.984834,10.0
E10000029,11.87643,20.0
E06000030,3.5505798,5.0
E06000038,8.566944,11.0
E08000009,13.982679,8.0
E06000011,4.865443,10.0
E08000015,14.632538,22.0
E06000043,10.629059,9.0
E10000025,28.288555,21.0
E06000018,9.527335,7.0
E10000013,21.750801,17.0
E08000037,9.209854,8.0
E08000002,11.112431,7.0
E06000026,3.9324222,5.0
E06000017,1.4734802,1.0
E06000027,4.72532,1.0
E06000022,4.6275864,6.0
E10000031,28.801785,26.0
E06000024,3.3832617,4.0
E06000046,0.65574837,0.0
E09000026,21.979534,19.0
E06000050,12.28576,23.0
E06000059,9.807543,7.0
E06000031,6.704521,3.0
E10000019,18.703178,15.0
E06000044,9.677262,2.0
E09000008,43.970818,26.0
E08000030,27.73037,21.0
E10000012,69.061356,54.0
E09000022,45.45411,27.0
E06000003,9.71775,7.0
E06000004,8.496731,5.0
E08000018,16.668705,27.0
E08000036,13.085837,11.0
E09000003,51.25955,30.0
E08000016,18.6682,13.0
E09000004,19.87521,14.0
E08000001,8.8765135,3.0
E08000012,30.499018,36.0
E06000032,14.010856,10.0
E09000005,50.703392,53.0
E10000034,27.66911,28.0
E06000001,2.556097,1.0
E08000032,15.6882515,20.0
E06000015,20.260347,20.0
E06000037,7.958975,3.0
E09000010,26.485794,9.0
E06000039,12.65542,6.0
E08000017,13.790556,16.0
E10000028,36.564915,44.0
E06000020,7.642258,10.0
E06000036,21.823093,12.0
