n,o,l
hautes_pyrenees,2.9152875,0.0
paris,111.08724,35.0
loire,0.0,0.0
landes,0.33523208,0.0
charente_maritime,2.450504,1.0
ardeche,0.5636792,0.0
doubs,3.694856,0.0
aube,10.3761635,0.0
essonne,45.238914,17.0
meurthe_et_moselle,4.9746747,0.0
drome,1.1046026,0.0
dordogne,0.0,0.0
moselle,25.105844,1.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,90.74331,4.0
pas_de_calais,9.287983,0.0
marne,11.682296,2.0
puy_de_dome,5.712404,2.0
mayenne,0.0,0.0
val_de_marne,57.625427,6.0
pyrenees_atlantiques,3.339798,0.0
bas_rhin,16.93989,0.0
herault,34.56678,5.0
bouches_du_rhone,89.458534,9.0
alpes_maritimes,11.1913,1.0
charente,0.0,0.0
eure,9.1076565,0.0
correze,0.0,0.0
haute_savoie,17.293879,0.0
seine_et_marne,44.920547,5.0
rhone,6.1016483,2.0
ain,3.0997472,68.0
haute_garonne,6.0994477,2.0
jura,0.86338484,0.0
saone_et_loire,5.1630874,6.0
indre,8.743842,0.0
pyrenees_orientales,0.0,0.0
ardennes,0.5983323,0.0
haut_rhin,45.633583,0.0
haute_saone,2.5421357,0.0
meuse,0.79203105,0.0
isere,0.9061222,0.0
territoire_de_belfort,2.297392,0.0
cher,7.333508,0.0
loir_et_cher,0.0,0.0
seine_maritime,11.3139,1.0
val_d'oise,44.958557,25.0
aisne,15.612865,0.0
oise,45.41234,0.0
cote_d'or,2.408986,0.0
vosges,16.342798,0.0
nord,8.808126,0.0
gironde,13.507359,0.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,30.60369,3.0
gers,1.3968849,0.0
savoie,0.0,0.0
loire_atlantique,0.4141883,0.0
alpes_de_haute_provence,0.4293811,0.0
haute_marne,0.04020062,0.0
eure_et_loir,16.478903,1.0
seine_saint_denis,77.264565,7.0
maine_et_loire,0.0,0.0
manche,1.487578,0.0
calvados,3.4560623,0.0
somme,11.218769,0.0
nievre,2.4907584,0.0
vienne,0.0,0.0
cantal,0.0,2.0
tarn_et_garonne,0.07474925,0.0
haute_loire,0.09337251,0.0
indre_et_loire,1.4862603,0.0
vaucluse,12.538571,0.0
var,5.254456,0.0
orne,0.0,0.0
haute_vienne,0.14817919,0.0
aude,4.6872935,0.0
loiret,13.45738,0.0
gard,9.095553,1.0
