n,o,l
E06000013,11.013007,8.0
E06000054,7.6587143,4.0
E08000027,12.822485,5.0
E10000024,16.14328,10.0
E06000042,5.6686187,4.0
E09000023,11.959344,5.0
E08000010,22.63726,16.0
E09000020,5.3659225,1.0
E06000051,12.793683,9.0
E10000014,64.06485,17.0
E06000057,17.805794,19.0
E06000005,5.2813373,4.0
E06000055,9.111691,6.0
E08000008,6.6456857,5.0
E08000019,45.701637,16.0
E08000005,13.324147,7.0
E08000021,15.05968,12.0
E08000033,2.977762,0.0
E09000016,7.5732055,2.0
E08000031,20.729483,3.0
E09000006,9.629696,32.0
E06000045,11.234364,5.0
E06000034,3.9284139,2.0
E10000003,19.761816,19.0
E06000052,5.8013206,2.0
E08000034,8.644588,4.0
E09000027,3.5704525,0.0
E06000016,16.96982,17.0
E06000006,4.042799,1.0
E08000024,25.978659,9.0
E10000006,31.09788,25.0
E08000013,13.469756,5.0
E09000018,6.988272,3.0
E06000021,12.032065,25.0
E06000002,14.743948,5.0
E09000009,17.349554,8.0
E06000009,10.47537,10.0
E10000021,14.358825,17.0
E10000027,15.471156,1.0
E10000002,15.413157,7.0
E10000018,23.88083,19.0
E09000001,2.464721,0.0
E10000007,22.100922,30.0
E08000026,12.666682,5.0
E10000015,43.761734,36.0
E08000023,15.058738,11.0
E06000049,20.356802,27.0
E08000003,22.250574,26.0
E08000025,59.858044,26.0
E09000029,6.821476,0.0
E09000017,10.652515,4.0
E09000002,5.588865,2.0
E10000032,24.069777,4.0
E10000020,48.006245,44.0
E08000022,7.669438,5.0
E08000004,19.492746,13.0
E08000007,16.425276,7.0
E06000056,10.127572,6.0
E06000033,3.0163538,2.0
E10000030,53.86006,13.0
E06000040,2.3490875,2.0
E10000008,11.644834,10.0
E09000021,13.560637,4.0
E08000014,4.274366,3.0
E06000014,6.049549,9.0
E10000016,118.26474,65.0
E06000008,6.2195325,8.0
E10000023,21.26681,28.0
E10000017,73.56887,34.0
E09000015,12.7761545,4.0
E08000011,9.253161,7.0
E06000041,11.633661,1.0
E08000035,46.5851,24.0
E06000035,12.31339,15.0
E10000011,11.106374,8.0
E06000012,2.2507367,0.0
E06000047,37.933685,24.0
E06000007,13.130204,10.0
E10000029,35.490532,17.0
E06000030,9.259519,3.0
E06000038,12.118987,7.0
E08000009,12.489631,6.0
E06000011,16.826447,15.0
E08000015,20.905777,11.0
E06000043,5.128552,0.0
E10000025,30.661732,22.0
E06000018,12.65479,0.0
E10000013,28.195042,10.0
E08000037,18.671389,17.0
E08000002,10.381788,2.0
E06000026,9.306111,11.0
E06000017,1.4395689,0.0
E06000027,6.301845,1.0
E06000022,3.249696,0.0
E10000031,28.730196,13.0
E06000024,4.143524,14.0
E06000046,2.8966413,2.0
E09000026,7.0672507,4.0
E06000050,20.462317,8.0
E06000059,3.9239523,0.0
E06000031,6.4563437,4.0
E10000019,19.69108,5.0
E06000044,4.7888236,8.0
E09000008,15.41693,6.0
E08000030,21.930767,4.0
E10000012,55.059425,25.0
E09000022,9.288465,3.0
E06000003,8.116542,8.0
E06000004,8.9697695,10.0
E08000018,16.895414,6.0
E08000036,8.961027,5.0
E09000003,10.329434,6.0
E08000016,13.52303,17.0
E09000004,9.854958,12.0
E08000001,22.595798,8.0
E08000012,23.706072,3.0
E06000032,11.76923,1.0
E09000005,14.837749,8.0
E10000034,24.841516,15.0
E06000001,4.4305034,8.0
E08000032,20.369078,27.0
E06000015,3.42435,2.0
E06000037,7.841618,1.0
E09000010,11.518075,2.0
E06000039,4.118455,2.0
E08000017,10.824558,19.0
E10000028,48.78385,29.0
E06000020,7.645072,7.0
E06000036,2.7904193,1.0
