n,o,l
hautes_pyrenees,0.054059118,1.0
paris,64.30774,16.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,0.0,0.0
ardeche,0.0,0.0
doubs,1.6642724,0.0
aube,0.51588607,0.0
essonne,39.595856,5.0
meurthe_et_moselle,6.265756,0.0
drome,1.2223912,0.0
dordogne,0.0,0.0
moselle,20.991365,0.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,46.173462,2.0
pas_de_calais,0.0,0.0
marne,1.6353308,0.0
puy_de_dome,0.0,1.0
mayenne,0.0,0.0
val_de_marne,27.229742,5.0
pyrenees_atlantiques,4.905125,0.0
bas_rhin,0.0,0.0
herault,13.405567,1.0
bouches_du_rhone,55.629658,1.0
alpes_maritimes,0.0,0.0
charente,0.0,0.0
eure,1.783343,0.0
correze,0.0,0.0
haute_savoie,6.8074064,0.0
seine_et_marne,15.567828,4.0
rhone,1.0705644,0.0
ain,0.0,0.0
haute_garonne,0.0,0.0
jura,0.0,0.0
saone_et_loire,0.0,1.0
indre,1.5586853,0.0
pyrenees_orientales,0.0,0.0
ardennes,0.0,1.0
haut_rhin,13.658965,0.0
haute_saone,1.1280085,0.0
meuse,0.0,0.0
isere,1.5707518,0.0
territoire_de_belfort,0.0,0.0
cher,0.0,0.0
loir_et_cher,0.0,0.0
seine_maritime,2.3197691,1.0
val_d'oise,21.630724,3.0
aisne,0.0,0.0
oise,10.00076,2.0
cote_d'or,0.0,0.0
vosges,0.0,0.0
nord,0.0,0.0
gironde,8.650438,0.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,14.396017,0.0
gers,0.0,0.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,2.402484,0.0
seine_saint_denis,35.72182,7.0
maine_et_loire,0.0,0.0
manche,0.78461266,0.0
calvados,2.0374548,13.0
somme,0.0,3.0
nievre,0.0,1.0
vienne,0.0,0.0
cantal,0.0,1.0
tarn_et_garonne,0.0,0.0
haute_loire,0.0,0.0
indre_et_loire,1.6287984,1.0
vaucluse,2.2917273,0.0
var,5.415874,1.0
orne,0.0,0.0
haute_vienne,0.0,0.0
aude,0.0,0.0
loiret,0.8258217,0.0
gard,0.0,0.0
