n,o,l
hautes_pyrenees,3.6238248,8.0
paris,155.93079,166.0
loire,0.033690527,1.0
landes,0.33148706,1.0
charente_maritime,2.126409,5.0
ardeche,2.3284032,2.0
doubs,6.2401667,6.0
aube,8.690358,14.0
essonne,73.79978,98.0
meurthe_et_moselle,5.419384,10.0
drome,2.213251,7.0
dordogne,2.1801445,3.0
moselle,15.225982,47.0
tarn,4.91185,3.0
lot,0.0,2.0
hauts_de_seine,104.675896,124.0
pas_de_calais,4.8098354,20.0
marne,17.263468,25.0
puy_de_dome,8.595311,13.0
mayenne,0.0,0.0
val_de_marne,60.678383,98.0
pyrenees_atlantiques,17.791128,21.0
bas_rhin,5.000136,2.0
herault,45.1597,41.0
bouches_du_rhone,135.73085,81.0
alpes_maritimes,3.8475626,5.0
charente,0.6945768,2.0
eure,11.277312,29.0
correze,0.8530399,1.0
haute_savoie,13.082746,14.0
seine_et_marne,44.711132,78.0
rhone,0.8816399,14.0
ain,8.896569,9.0
haute_garonne,12.348086,4.0
jura,0.72293955,4.0
saone_et_loire,9.072839,12.0
indre,19.490065,14.0
pyrenees_orientales,0.86403686,3.0
ardennes,8.715377,5.0
haut_rhin,29.307255,45.0
haute_saone,17.2388,10.0
meuse,0.0,7.0
isere,0.0,2.0
territoire_de_belfort,0.0,6.0
cher,13.161976,4.0
loir_et_cher,0.0,3.0
seine_maritime,7.740837,24.0
val_d'oise,64.236946,46.0
aisne,6.7279043,23.0
oise,23.359451,74.0
cote_d'or,0.0035559423,9.0
vosges,15.1396055,20.0
nord,7.1239567,30.0
gironde,19.8299,21.0
yonne,1.4355638,4.0
lot_et_garonne,0.0,1.0
yvelines,48.8964,40.0
gers,8.105819,3.0
savoie,2.6759076,4.0
loire_atlantique,5.8970366,2.0
alpes_de_haute_provence,4.3573375,1.0
haute_marne,4.229591,3.0
eure_et_loir,23.116644,31.0
seine_saint_denis,98.61513,128.0
maine_et_loire,0.0,0.0
manche,0.88897765,5.0
calvados,8.002933,10.0
somme,14.588031,26.0
nievre,6.10552,7.0
vienne,0.0,2.0
cantal,0.33533692,0.0
tarn_et_garonne,3.9918938,0.0
haute_loire,3.9208434,0.0
indre_et_loire,9.117036,2.0
vaucluse,6.357299,25.0
var,17.875406,7.0
orne,2.4218142,2.0
haute_vienne,6.0882607,1.0
aude,7.707423,7.0
loiret,18.039425,19.0
gard,8.687248,17.0
