n,o,l
hautes_pyrenees,0.0,0.0
paris,198.88187,49.0
loire,1.1848401,1.0
landes,0.0,0.0
charente_maritime,5.515749,0.0
ardeche,0.8050288,0.0
doubs,8.397081,0.0
aube,11.172132,0.0
essonne,82.63094,45.0
meurthe_et_moselle,12.269962,0.0
drome,20.517696,0.0
dordogne,4.00671,0.0
moselle,15.062312,0.0
tarn,1.3888998,0.0
lot,0.0,0.0
hauts_de_seine,163.93073,24.0
pas_de_calais,10.834269,0.0
marne,19.445848,0.0
puy_de_dome,6.9909124,1.0
mayenne,0.0,0.0
val_de_marne,47.73545,13.0
pyrenees_atlantiques,11.561011,0.0
bas_rhin,9.676652,0.0
herault,106.27214,3.0
bouches_du_rhone,249.66444,3.0
alpes_maritimes,11.397351,0.0
charente,0.0,0.0
eure,6.6846848,0.0
correze,0.0,0.0
haute_savoie,54.500004,0.0
seine_et_marne,46.168736,8.0
rhone,14.192443,0.0
ain,1.3749447,0.0
haute_garonne,16.250538,2.0
jura,5.089802,0.0
saone_et_loire,6.776291,0.0
indre,7.45745,0.0
pyrenees_orientales,0.0,0.0
ardennes,0.0,0.0
haut_rhin,26.616215,12.0
haute_saone,18.556652,0.0
meuse,5.084877,0.0
isere,23.888515,0.0
territoire_de_belfort,5.7112026,0.0
cher,12.457086,5.0
loir_et_cher,9.043933,0.0
seine_maritime,27.295288,0.0
val_d'oise,130.89566,19.0
aisne,8.690173,0.0
oise,52.5753,11.0
cote_d'or,9.904454,0.0
vosges,31.505775,0.0
nord,14.708294,0.0
gironde,31.047916,0.0
yonne,0.018546432,0.0
lot_et_garonne,0.0,0.0
yvelines,56.78172,4.0
gers,1.5646226,0.0
savoie,1.4079677,0.0
loire_atlantique,0.21388194,0.0
alpes_de_haute_provence,0.55171704,0.0
haute_marne,1.2526357,0.0
eure_et_loir,24.214958,0.0
seine_saint_denis,114.21663,23.0
maine_et_loire,0.0,0.0
manche,9.659477,0.0
calvados,24.373528,0.0
somme,17.760975,0.0
nievre,0.32019803,0.0
vienne,4.0636845,0.0
cantal,1.1602855,2.0
tarn_et_garonne,3.6706522,0.0
haute_loire,0.0,0.0
indre_et_loire,11.113144,0.0
vaucluse,30.71193,2.0
var,18.409775,0.0
orne,4.472619,0.0
haute_vienne,3.5150442,0.0
aude,14.866862,0.0
loiret,18.311563,0.0
gard,7.0080185,0.0
