n,o,l
avila,29.015705,35.0
cadiz,19.85343,11.0
ciudad_real,0.66015923,175.0
soria,22.43283,23.0
huelva,8.500744,6.0
bizkaia,166.90247,152.0
jaen,22.186932,8.0
guadalajara,0.6601934,57.0
badajoz,13.277854,5.0
leon,34.38986,104.0
malaga,42.3415,23.0
segovia,64.96513,68.0
albacete,0.6808517,56.0
gipuzkoa,41.04402,35.0
alicante,51.515755,79.0
burgos,18.887283,25.0
tarragona,51.176723,0.0
cuenca,0.66024613,36.0
valladolid,62.44609,135.0
toledo,48.16819,21.0
caceres,26.034607,21.0
araba/alava,0.6601734,32.0
girona,57.946114,0.0
zamora,681.4484,638.0
cordoba,30.062021,40.0
barcelona,8.974186,21.0
lleida,37.40802,38.0
castellon,20.616282,27.0
valencia,76.35301,113.0
granada,37.843224,32.0
salamanca,54.701393,64.0
almeria,8.787817,1.0
palencia,16.746784,16.0
sevilla,42.29187,17.0
