n,o,l
hautes_pyrenees,0.0,3.0
paris,163.40997,80.0
loire,0.89854676,0.0
landes,0.80142725,0.0
charente_maritime,0.12897101,0.0
ardeche,2.5032399,0.0
doubs,2.5403552,1.0
aube,5.3322716,0.0
essonne,69.161736,28.0
meurthe_et_moselle,2.645106,0.0
drome,3.239645,0.0
dordogne,1.3627201,0.0
moselle,9.877418,0.0
tarn,0.80990845,0.0
lot,0.1264475,0.0
hauts_de_seine,98.62078,35.0
pas_de_calais,3.1365678,2.0
marne,10.963864,6.0
puy_de_dome,6.2984943,7.0
mayenne,0.90966314,0.0
val_de_marne,43.00524,17.0
pyrenees_atlantiques,11.135483,3.0
bas_rhin,7.1101894,0.0
herault,50.823597,15.0
bouches_du_rhone,114.84831,19.0
alpes_maritimes,0.0,1.0
charente,1.6814743,0.0
eure,6.6196146,1.0
correze,0.6901291,0.0
haute_savoie,19.675606,2.0
seine_et_marne,33.48887,21.0
rhone,6.3934846,1.0
ain,3.8036916,1.0
haute_garonne,7.995453,0.0
jura,0.46309465,0.0
saone_et_loire,2.3905375,0.0
indre,8.693583,0.0
pyrenees_orientales,1.4921762,0.0
ardennes,3.541561,0.0
haut_rhin,23.02763,3.0
haute_saone,12.41466,1.0
meuse,0.0,0.0
isere,6.3784623,0.0
territoire_de_belfort,0.22302991,0.0
cher,11.408484,2.0
loir_et_cher,0.0,0.0
seine_maritime,6.1686544,1.0
val_d'oise,82.19341,6.0
aisne,0.0,1.0
oise,20.644688,24.0
cote_d'or,2.2071438,0.0
vosges,10.659931,3.0
nord,5.8923006,4.0
gironde,13.964547,3.0
yonne,0.20623007,0.0
lot_et_garonne,0.35839054,0.0
yvelines,37.254642,3.0
gers,3.405502,1.0
savoie,2.012428,0.0
loire_atlantique,1.4732744,0.0
alpes_de_haute_provence,2.1584828,0.0
haute_marne,1.6033391,0.0
eure_et_loir,10.985021,1.0
seine_saint_denis,92.125084,32.0
maine_et_loire,0.33397943,0.0
manche,2.114928,0.0
calvados,2.6364164,0.0
somme,11.300408,6.0
nievre,3.5629182,1.0
vienne,0.36787724,0.0
cantal,0.0,1.0
tarn_et_garonne,3.6456234,1.0
haute_loire,0.7009962,0.0
indre_et_loire,4.4102993,0.0
vaucluse,6.9603915,0.0
var,11.9792185,0.0
orne,1.7019259,0.0
haute_vienne,1.8805025,0.0
aude,6.150758,0.0
loiret,12.389329,4.0
gard,5.232804,2.0
