n,o,l
hautes_pyrenees,7.6697817,9.0
paris,54.779716,79.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,8.470488,5.0
ardeche,0.59850776,10.0
doubs,2.8145094,13.0
aube,8.21825,8.0
essonne,41.07308,58.0
meurthe_et_moselle,3.5492797,11.0
drome,0.6740125,3.0
dordogne,0.0,0.0
moselle,20.078447,25.0
tarn,0.20951831,0.0
lot,0.0,0.0
hauts_de_seine,36.752182,43.0
pas_de_calais,9.284815,16.0
marne,4.161312,8.0
puy_de_dome,2.7375016,0.0
mayenne,0.0,1.0
val_de_marne,30.93418,58.0
pyrenees_atlantiques,7.085287,27.0
bas_rhin,0.158499,5.0
herault,6.1338873,33.0
bouches_du_rhone,50.668438,56.0
alpes_maritimes,4.0934157,5.0
charente,0.0,0.0
eure,10.971465,28.0
correze,0.0,0.0
haute_savoie,9.154299,4.0
seine_et_marne,35.892334,95.0
rhone,2.6748524,5.0
ain,15.270081,7.0
haute_garonne,2.1609383,4.0
jura,4.6328917,4.0
saone_et_loire,4.977013,7.0
indre,4.918525,18.0
pyrenees_orientales,0.0,2.0
ardennes,1.3950602,2.0
haut_rhin,15.95515,16.0
haute_saone,4.4662013,10.0
meuse,0.46053156,1.0
isere,1.2040049,2.0
territoire_de_belfort,0.61066073,1.0
cher,4.9213815,4.0
loir_et_cher,0.0,0.0
seine_maritime,6.247455,3.0
val_d'oise,18.234217,30.0
aisne,4.951608,8.0
oise,19.215029,11.0
cote_d'or,0.16362783,1.0
vosges,3.3859272,3.0
nord,8.104278,13.0
gironde,3.512815,2.0
yonne,0.0038567483,4.0
lot_et_garonne,0.0,0.0
yvelines,17.502432,49.0
gers,1.187428,3.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,3.0
haute_marne,0.0,0.0
eure_et_loir,18.141905,9.0
seine_saint_denis,37.024002,82.0
maine_et_loire,0.0,0.0
manche,2.8628054,3.0
calvados,1.6592752,0.0
somme,5.903189,9.0
nievre,5.7057424,4.0
vienne,0.0,1.0
cantal,0.0,3.0
tarn_et_garonne,1.6190847,0.0
haute_loire,0.0,1.0
indre_et_loire,0.06173724,1.0
vaucluse,5.400085,12.0
var,4.3853755,4.0
orne,0.15312125,2.0
haute_vienne,0.15144363,2.0
aude,2.5432153,1.0
loiret,3.7306986,3.0
gard,5.5212936,5.0
