n,o,l
hautes_pyrenees,0.36187547,0.0
paris,4.495811,4.0
loire,0.029433379,0.0
landes,0.030390127,0.0
charente_maritime,0.3783076,5.0
ardeche,0.16702107,0.0
doubs,0.43737325,1.0
aube,0.53379005,2.0
essonne,4.345141,10.0
meurthe_et_moselle,0.030202435,0.0
drome,0.08750899,0.0
dordogne,0.029180821,0.0
moselle,0.42337704,0.0
tarn,0.030412393,0.0
lot,0.029139362,0.0
hauts_de_seine,1.5902907,13.0
pas_de_calais,3.2436976,1.0
marne,0.055745132,0.0
puy_de_dome,0.012068277,0.0
mayenne,0.09972639,0.0
val_de_marne,1.9363074,11.0
pyrenees_atlantiques,0.8267758,17.0
bas_rhin,0.17491668,0.0
herault,1.3816808,9.0
bouches_du_rhone,3.7214262,14.0
alpes_maritimes,0.030285075,0.0
charente,0.02912998,0.0
eure,1.1159395,4.0
correze,0.030266339,0.0
haute_savoie,0.9818209,0.0
seine_et_marne,1.4402164,7.0
rhone,0.8062007,0.0
ain,0.24069558,4.0
haute_garonne,0.46991694,11.0
jura,0.12450636,0.0
saone_et_loire,0.05932331,0.0
indre,0.48559877,3.0
pyrenees_orientales,0.12639672,0.0
ardennes,0.12205052,0.0
haut_rhin,0.86552423,2.0
haute_saone,0.8727237,1.0
meuse,0.029133884,1.0
isere,0.06680324,0.0
territoire_de_belfort,0.029812561,2.0
cher,0.39815038,1.0
loir_et_cher,0.030258102,4.0
seine_maritime,0.4395618,6.0
val_d'oise,1.0258634,6.0
aisne,0.7055787,0.0
oise,2.1887255,6.0
cote_d'or,0.05139742,0.0
vosges,0.03592471,0.0
nord,1.8434894,5.0
gironde,0.030250438,0.0
yonne,0.06763758,6.0
lot_et_garonne,0.031966943,1.0
yvelines,0.9368358,6.0
gers,0.75418526,1.0
savoie,0.02947694,0.0
loire_atlantique,0.029134672,0.0
alpes_de_haute_provence,0.23340137,2.0
haute_marne,0.030258115,0.0
eure_et_loir,0.5190004,17.0
seine_saint_denis,1.2548649,4.0
maine_et_loire,0.03592337,0.0
manche,0.089630276,0.0
calvados,0.036339194,0.0
somme,2.2322502,7.0
nievre,0.3786392,3.0
vienne,0.059311748,0.0
cantal,0.031426765,1.0
tarn_et_garonne,0.068414174,1.0
haute_loire,0.029400311,0.0
indre_et_loire,0.41984424,0.0
vaucluse,0.39839074,2.0
var,0.113351256,2.0
orne,0.29411098,0.0
haute_vienne,0.089630276,0.0
aude,0.1824732,1.0
loiret,0.10061173,0.0
gard,0.80793536,5.0
