n,o,l
avila,21.576942,38.0
cadiz,17.748455,20.0
ciudad_real,109.20752,67.0
soria,33.058113,26.0
huelva,7.6192827,20.0
bizkaia,133.11192,0.0
jaen,19.398525,30.0
guadalajara,31.584967,51.0
badajoz,19.61536,1.0
leon,83.64743,37.0
malaga,42.811016,92.0
segovia,48.998993,69.0
albacete,31.982788,88.0
gipuzkoa,31.597763,0.0
alicante,41.090622,61.0
burgos,45.64908,168.0
tarragona,15.467983,0.0
cuenca,64.67964,130.0
valladolid,78.67996,28.0
toledo,27.203827,0.0
caceres,134.16702,12.0
araba/alava,51.600273,109.0
girona,0.20616665,0.0
zamora,779.17303,253.0
cordoba,9.977773,13.0
barcelona,23.328297,15.0
lleida,34.137928,6.0
castellon,31.046719,27.0
valencia,96.400696,63.0
granada,25.126194,46.0
salamanca,44.34899,37.0
almeria,7.425021,13.0
palencia,6.463876,11.0
sevilla,31.070482,13.0
