n,o,l
hautes_pyrenees,2.6528113,1.0
paris,228.55814,177.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,3.2470243,6.0
ardeche,6.9981675,1.0
doubs,4.629332,8.0
aube,7.9199896,7.0
essonne,96.00979,72.0
meurthe_et_moselle,8.522179,7.0
drome,16.389193,8.0
dordogne,0.6193217,1.0
moselle,11.711727,12.0
tarn,0.0024737455,3.0
lot,0.0,0.0
hauts_de_seine,152.98631,140.0
pas_de_calais,6.6796136,2.0
marne,13.108989,17.0
puy_de_dome,7.4579616,6.0
mayenne,0.0,0.0
val_de_marne,50.44204,78.0
pyrenees_atlantiques,7.119836,22.0
bas_rhin,7.6760397,3.0
herault,99.47922,79.0
bouches_du_rhone,178.0066,161.0
alpes_maritimes,9.475092,25.0
charente,0.0,1.0
eure,4.970836,12.0
correze,0.0,2.0
haute_savoie,46.766647,24.0
seine_et_marne,42.880672,34.0
rhone,25.725603,5.0
ain,10.923348,5.0
haute_garonne,14.498228,20.0
jura,1.279872,2.0
saone_et_loire,4.266375,7.0
indre,6.158088,7.0
pyrenees_orientales,0.0,0.0
ardennes,0.987921,1.0
haut_rhin,25.149624,42.0
haute_saone,18.230494,16.0
meuse,0.8385937,3.0
isere,20.198378,6.0
territoire_de_belfort,2.9319031,4.0
cher,11.588765,14.0
loir_et_cher,5.9202027,3.0
seine_maritime,21.099977,17.0
val_d'oise,155.27417,92.0
aisne,6.9905334,16.0
oise,41.463943,42.0
cote_d'or,6.9842067,2.0
vosges,21.877783,22.0
nord,10.714218,24.0
gironde,24.769316,13.0
yonne,4.47934,0.0
lot_et_garonne,0.0,2.0
yvelines,53.98543,48.0
gers,1.5179651,4.0
savoie,1.3440965,0.0
loire_atlantique,1.1576035,5.0
alpes_de_haute_provence,0.0,2.0
haute_marne,0.0,2.0
eure_et_loir,16.681341,28.0
seine_saint_denis,126.413086,87.0
maine_et_loire,0.317654,1.0
manche,6.4319763,3.0
calvados,17.08122,15.0
somme,13.85791,15.0
nievre,0.4409422,4.0
vienne,0.8332568,0.0
cantal,0.0,2.0
tarn_et_garonne,2.140692,1.0
haute_loire,0.7716634,3.0
indre_et_loire,6.537728,4.0
vaucluse,27.65296,25.0
var,13.80411,6.0
orne,2.6592786,5.0
haute_vienne,0.881592,3.0
aude,10.382842,6.0
loiret,13.724663,13.0
gard,5.0718346,7.0
