n,o,l
hautes_pyrenees,0.0,1.0
paris,151.62431,18.0
loire,0.7695375,0.0
landes,0.27477056,0.0
charente_maritime,0.0,0.0
ardeche,0.0,0.0
doubs,2.794314,0.0
aube,4.371984,0.0
essonne,68.06583,3.0
meurthe_et_moselle,0.0,0.0
drome,0.0,0.0
dordogne,0.8543397,0.0
moselle,3.125659,0.0
tarn,0.66886723,0.0
lot,0.2339706,0.0
hauts_de_seine,79.53642,30.0
pas_de_calais,1.2014049,0.0
marne,6.404132,0.0
puy_de_dome,4.633858,0.0
mayenne,0.93460476,0.0
val_de_marne,44.442127,18.0
pyrenees_atlantiques,12.306906,0.0
bas_rhin,3.6455343,0.0
herault,36.68953,4.0
bouches_du_rhone,75.14115,4.0
alpes_maritimes,2.062491,0.0
charente,1.0581803,0.0
eure,4.3322563,1.0
correze,0.99301696,0.0
haute_savoie,3.8895812,0.0
seine_et_marne,27.682579,3.0
rhone,0.0,0.0
ain,4.4020247,0.0
haute_garonne,3.4478207,0.0
jura,0.0,0.0
saone_et_loire,0.5803616,0.0
indre,7.052785,0.0
pyrenees_orientales,1.0409962,0.0
ardennes,3.2401943,0.0
haut_rhin,21.974663,1.0
haute_saone,11.68099,0.0
meuse,0.0,0.0
isere,0.0,0.0
territoire_de_belfort,0.045201585,0.0
cher,10.765262,0.0
loir_et_cher,0.0,0.0
seine_maritime,1.8455766,1.0
val_d'oise,60.493507,9.0
aisne,0.0,0.0
oise,15.394455,3.0
cote_d'or,0.0,0.0
vosges,1.7261088,1.0
nord,4.870451,0.0
gironde,6.165058,0.0
yonne,0.0,0.0
lot_et_garonne,0.95435804,0.0
yvelines,28.801565,2.0
gers,2.883552,0.0
savoie,0.072904676,0.0
loire_atlantique,3.1641526,0.0
alpes_de_haute_provence,0.96266335,0.0
haute_marne,0.67075944,0.0
eure_et_loir,8.401188,0.0
seine_saint_denis,88.82655,17.0
maine_et_loire,0.8974583,0.0
manche,0.0,0.0
calvados,0.0,0.0
somme,10.34944,3.0
nievre,2.9267826,0.0
vienne,0.0,0.0
cantal,0.0,0.0
tarn_et_garonne,1.6251867,0.0
haute_loire,0.7543143,0.0
indre_et_loire,0.6753737,0.0
vaucluse,0.7094634,0.0
var,7.560465,0.0
orne,1.6607794,0.0
haute_vienne,0.53664446,1.0
aude,1.2158662,0.0
loiret,8.62038,0.0
gard,2.86866,0.0
