n,o,l
avila,17.587572,41.0
cadiz,14.5291815,15.0
ciudad_real,89.615616,58.0
soria,27.194218,6.0
huelva,6.3209786,1.0
bizkaia,109.0318,110.0
jaen,15.750221,8.0
guadalajara,25.990534,31.0
badajoz,16.003033,3.0
leon,67.74161,24.0
malaga,34.839764,6.0
segovia,40.023342,78.0
albacete,26.297335,22.0
gipuzkoa,25.966043,19.0
alicante,33.210075,29.0
burgos,36.934265,17.0
tarragona,12.96193,49.0
cuenca,53.509468,30.0
valladolid,63.88033,26.0
toledo,22.038769,53.0
caceres,109.93479,23.0
araba/alava,42.208862,30.0
girona,0.13734138,88.0
zamora,635.1685,9.0
cordoba,8.161318,13.0
barcelona,18.993269,893.0
lleida,27.995958,24.0
castellon,25.461786,2.0
valencia,77.90341,58.0
granada,20.58627,64.0
salamanca,36.201538,18.0
almeria,6.101081,5.0
palencia,5.2817035,13.0
sevilla,25.48071,26.0
