n,o,l
hautes_pyrenees,2.506794,6.0
paris,160.16399,114.0
loire,0.0,2.0
landes,0.0,0.0
charente_maritime,1.8069941,4.0
ardeche,0.0,7.0
doubs,4.273599,10.0
aube,12.92263,12.0
essonne,73.22115,78.0
meurthe_et_moselle,5.6758533,3.0
drome,1.4459976,6.0
dordogne,0.0,1.0
moselle,33.736206,6.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,125.653465,95.0
pas_de_calais,12.4637165,35.0
marne,16.02214,12.0
puy_de_dome,7.03889,8.0
mayenne,0.0,0.0
val_de_marne,83.273895,61.0
pyrenees_atlantiques,21.19765,21.0
bas_rhin,3.3393486,7.0
herault,46.86658,34.0
bouches_du_rhone,116.74769,106.0
alpes_maritimes,11.708087,14.0
charente,0.0,0.0
eure,12.369706,63.0
correze,0.0,0.0
haute_savoie,21.468092,27.0
seine_et_marne,64.5996,79.0
rhone,7.9882445,20.0
ain,3.0750883,23.0
haute_garonne,7.1666493,7.0
jura,0.20876905,3.0
saone_et_loire,6.1623225,10.0
indre,11.294297,8.0
pyrenees_orientales,0.0,4.0
ardennes,0.28479087,4.0
haut_rhin,62.49742,31.0
haute_saone,4.208137,7.0
meuse,0.47384354,1.0
isere,0.391168,4.0
territoire_de_belfort,1.9267747,7.0
cher,8.827777,14.0
loir_et_cher,0.0,2.0
seine_maritime,14.6702,13.0
val_d'oise,63.66411,48.0
aisne,20.704615,39.0
oise,64.5131,38.0
cote_d'or,2.4965272,2.0
vosges,22.233633,25.0
nord,12.784061,22.0
gironde,17.98105,10.0
yonne,0.0,5.0
lot_et_garonne,0.0,1.0
yvelines,43.585365,33.0
gers,0.7966941,3.0
savoie,0.0,1.0
loire_atlantique,0.009952333,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,1.0
eure_et_loir,22.473927,43.0
seine_saint_denis,118.90023,81.0
maine_et_loire,0.0,0.0
manche,1.0123906,5.0
calvados,3.638462,5.0
somme,16.350306,20.0
nievre,2.8799524,2.0
vienne,0.0,1.0
cantal,0.0,0.0
tarn_et_garonne,0.0,0.0
haute_loire,0.0,1.0
indre_et_loire,0.83836824,6.0
vaucluse,16.959356,17.0
var,6.0907874,4.0
orne,0.0,0.0
haute_vienne,0.0,4.0
aude,5.221933,13.0
loiret,17.842016,20.0
gard,11.967654,7.0
