n,o,l
avila,35.993702,38.0
cadiz,31.265087,16.0
ciudad_real,0.56130606,99.0
soria,31.285095,13.0
huelva,12.235904,5.0
bizkaia,181.432,195.0
jaen,37.144947,35.0
guadalajara,0.5614173,38.0
badajoz,24.301178,7.0
leon,56.99425,108.0
malaga,58.803574,98.0
segovia,84.22073,75.0
albacete,0.68478924,18.0
gipuzkoa,52.503284,64.0
alicante,80.87987,34.0
burgos,31.066544,45.0
tarragona,38.802086,32.0
cuenca,0.5615817,15.0
valladolid,91.629555,132.0
toledo,65.19119,85.0
caceres,49.88494,30.0
araba/alava,0.5614173,66.0
girona,69.60564,209.0
zamora,881.90393,795.0
cordoba,57.52951,19.0
barcelona,19.187239,21.0
lleida,59.536945,25.0
castellon,36.755413,14.0
valencia,128.50108,116.0
granada,60.42628,43.0
salamanca,70.45853,115.0
almeria,20.3696,21.0
palencia,28.255764,18.0
sevilla,60.59182,19.0
