n,o,l
E06000013,5.2161975,8.0
E06000054,4.130612,4.0
E08000027,11.270076,5.0
E10000024,13.861238,10.0
E06000042,2.0649483,4.0
E09000023,1.9914178,5.0
E08000010,9.818347,16.0
E09000020,0.23629421,1.0
E06000051,5.8614993,9.0
E10000014,26.121212,17.0
E06000057,4.4137406,19.0
E06000005,6.8395658,4.0
E06000055,4.199019,6.0
E08000008,2.8581545,5.0
E08000019,20.854544,16.0
E08000005,3.0661511,7.0
E08000021,7.9601626,12.0
E08000033,0.5946959,0.0
E09000016,1.7785547,2.0
E08000031,7.6827807,3.0
E09000006,3.775513,32.0
E06000045,0.86040586,5.0
E06000034,12.933822,2.0
E10000003,2.4527173,19.0
E06000052,7.254045,2.0
E08000034,1.2705112,4.0
E09000027,6.728611,0.0
E06000016,1.1012189,17.0
E06000006,10.873933,1.0
E08000024,24.153564,9.0
E10000006,4.5218425,25.0
E08000013,2.9949095,5.0
E09000018,9.279498,3.0
E06000021,6.1169696,25.0
E06000002,5.4141593,5.0
E09000009,5.7792406,8.0
E06000009,6.157538,10.0
E10000021,6.2373347,17.0
E10000027,4.7189555,1.0
E10000002,9.662592,7.0
E10000018,0.19093837,19.0
E09000001,0.3036481,0.0
E10000007,14.863002,30.0
E08000026,4.639052,5.0
E10000015,27.275959,36.0
E08000023,9.076014,11.0
E06000049,10.978743,27.0
E08000003,8.734414,26.0
E08000025,17.533218,26.0
E09000029,1.9126239,0.0
E09000017,1.0567036,4.0
E09000002,0.35487586,2.0
E10000032,10.32349,4.0
E10000020,2.7432957,44.0
E08000022,29.28036,5.0
E08000004,8.019989,13.0
E08000007,8.795841,7.0
E06000056,3.019998,6.0
E06000033,0.71231014,2.0
E10000030,15.626426,13.0
E06000040,0.63144726,2.0
E10000008,7.2910824,10.0
E09000021,5.022388,4.0
E08000014,2.1636665,3.0
E06000014,5.0880966,9.0
E10000016,48.615295,65.0
E06000008,2.157016,8.0
E10000023,18.308685,28.0
E10000017,30.000572,34.0
E09000015,5.293382,4.0
E08000011,4.936626,7.0
E06000041,1.9949658,1.0
E08000035,19.770004,24.0
E06000035,2.9086866,15.0
E10000011,4.596688,8.0
E06000012,0.19512783,0.0
E06000047,27.967455,24.0
E06000007,5.4179435,10.0
E10000029,15.957858,17.0
E06000030,1.6432621,3.0
E06000038,3.7967904,7.0
E08000009,4.0978966,6.0
E06000011,14.1227455,15.0
E08000015,7.3307147,11.0
E06000043,1.010139,0.0
E10000025,11.679639,22.0
E06000018,3.588936,0.0
E10000013,10.782788,10.0
E08000037,11.701965,17.0
E08000002,4.2783246,2.0
E06000026,0.881699,11.0
E06000017,0.1708518,0.0
E06000027,0.14022529,1.0
E06000022,0.17585064,0.0
E10000031,12.6324,13.0
E06000024,2.856929,14.0
E06000046,2.1570647,2.0
E09000026,2.02645,4.0
E06000050,11.223393,8.0
E06000059,1.5225601,0.0
E06000031,3.3156328,4.0
E10000019,6.005716,5.0
E06000044,0.5085925,8.0
E09000008,7.1816287,6.0
E08000030,10.056515,4.0
E10000012,32.19537,25.0
E09000022,2.155439,3.0
E06000003,1.9947011,8.0
E06000004,4.619574,10.0
E08000018,9.882997,6.0
E08000036,5.6717696,5.0
E09000003,3.2128131,6.0
E08000016,7.999039,17.0
E09000004,2.3660607,12.0
E08000001,7.0638585,8.0
E08000012,11.094872,3.0
E06000032,2.3269193,1.0
E09000005,3.9070563,8.0
E10000034,8.612989,15.0
E06000001,1.9107168,8.0
E08000032,18.682034,27.0
E06000015,2.3929882,2.0
E06000037,1.2863878,1.0
E09000010,0.76742524,2.0
E06000039,2.9993575,2.0
E08000017,11.359214,19.0
E10000028,20.289932,29.0
E06000020,2.1085875,7.0
E06000036,11.154646,1.0
