n,o,l
hautes_pyrenees,2.8867333,40.0
paris,127.224266,79.0
loire,0.0031566173,1.0
landes,0.22860523,0.0
charente_maritime,1.901241,42.0
ardeche,0.4060805,7.0
doubs,3.4132016,12.0
aube,9.771737,20.0
essonne,57.540977,61.0
meurthe_et_moselle,4.781436,7.0
drome,2.3743427,7.0
dordogne,0.0029554963,0.0
moselle,25.787304,52.0
tarn,0.0,4.0
lot,0.0,0.0
hauts_de_seine,99.912834,93.0
pas_de_calais,9.810969,28.0
marne,12.741633,8.0
puy_de_dome,6.555057,10.0
mayenne,0.0,0.0
val_de_marne,64.43896,56.0
pyrenees_atlantiques,17.430292,37.0
bas_rhin,3.2867024,0.0
herault,37.55494,16.0
bouches_du_rhone,92.791725,127.0
alpes_maritimes,11.170388,1.0
charente,0.0,0.0
eure,9.947051,36.0
correze,0.0,0.0
haute_savoie,17.071749,30.0
seine_et_marne,50.68319,72.0
rhone,6.4240417,11.0
ain,2.840184,19.0
haute_garonne,5.319502,2.0
jura,0.65397716,1.0
saone_et_loire,5.2284513,13.0
indre,8.654434,15.0
pyrenees_orientales,0.0,0.0
ardennes,0.570843,5.0
haut_rhin,48.60674,67.0
haute_saone,2.5179503,23.0
meuse,0.59203553,3.0
isere,1.3032008,3.0
territoire_de_belfort,2.2203825,2.0
cher,6.5881023,17.0
loir_et_cher,0.0,0.0
seine_maritime,11.934175,9.0
val_d'oise,48.242065,41.0
aisne,16.556555,14.0
oise,51.91124,32.0
cote_d'or,2.8617542,5.0
vosges,17.425919,12.0
nord,9.800573,20.0
gironde,14.369686,14.0
yonne,0.0,3.0
lot_et_garonne,0.010013558,2.0
yvelines,32.886806,41.0
gers,1.1031535,6.0
savoie,0.0,0.0
loire_atlantique,0.5886773,0.0
alpes_de_haute_provence,0.48389906,4.0
haute_marne,0.043571778,3.0
eure_et_loir,17.535109,9.0
seine_saint_denis,88.33468,79.0
maine_et_loire,0.0,0.0
manche,1.177922,16.0
calvados,3.5597637,4.0
somme,12.498286,18.0
nievre,2.2916772,12.0
vienne,0.0,1.0
cantal,0.0,0.0
tarn_et_garonne,0.10919714,3.0
haute_loire,0.35480386,1.0
indre_et_loire,1.1791036,1.0
vaucluse,5.2471795,17.0
var,13.435941,5.0
orne,0.0,5.0
haute_vienne,0.0,2.0
aude,4.567603,4.0
loiret,14.17805,0.0
gard,9.568062,10.0
