n,o,l
hautes_pyrenees,5.0902395,6.0
paris,109.052345,171.0
loire,0.60007846,0.0
landes,0.0,0.0
charente_maritime,4.9889917,4.0
ardeche,1.7673292,5.0
doubs,7.0050464,7.0
aube,15.753176,26.0
essonne,61.048267,103.0
meurthe_et_moselle,1.1499995,16.0
drome,1.6982614,5.0
dordogne,0.0,1.0
moselle,22.583933,74.0
tarn,0.08958498,0.0
lot,0.826142,0.0
hauts_de_seine,96.68742,95.0
pas_de_calais,22.284025,27.0
marne,14.125557,18.0
puy_de_dome,7.313153,8.0
mayenne,0.0,0.0
val_de_marne,69.25126,90.0
pyrenees_atlantiques,16.600763,12.0
bas_rhin,1.1169289,2.0
herault,34.45266,14.0
bouches_du_rhone,97.034424,102.0
alpes_maritimes,4.860091,30.0
charente,0.0,0.0
eure,32.83431,26.0
correze,0.4072528,0.0
haute_savoie,17.909956,8.0
seine_et_marne,61.259884,96.0
rhone,22.882668,3.0
ain,11.853962,6.0
haute_garonne,6.525366,12.0
jura,6.0275717,2.0
saone_et_loire,12.997618,18.0
indre,13.196128,21.0
pyrenees_orientales,0.6388192,3.0
ardennes,2.1999483,12.0
haut_rhin,40.64463,33.0
haute_saone,6.7181144,6.0
meuse,0.8362231,3.0
isere,0.5347568,2.0
territoire_de_belfort,4.819988,4.0
cher,9.226466,6.0
loir_et_cher,0.65922207,1.0
seine_maritime,14.644325,23.0
val_d'oise,43.891045,32.0
aisne,26.917034,17.0
oise,51.168606,60.0
cote_d'or,4.0518055,3.0
vosges,22.11463,10.0
nord,16.434456,28.0
gironde,14.335255,11.0
yonne,0.027479753,2.0
lot_et_garonne,0.0,1.0
yvelines,33.452305,34.0
gers,2.5886383,8.0
savoie,0.0,1.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.32294303,1.0
eure_et_loir,32.737373,37.0
seine_saint_denis,95.53415,109.0
maine_et_loire,0.0,0.0
manche,3.4104102,7.0
calvados,4.8912735,7.0
somme,19.79598,19.0
nievre,4.5231066,35.0
vienne,0.79860216,0.0
cantal,0.0,1.0
tarn_et_garonne,0.0,3.0
haute_loire,0.0,1.0
indre_et_loire,2.5138311,3.0
vaucluse,17.791937,13.0
var,1.800817,3.0
orne,0.14479432,1.0
haute_vienne,2.6320927,2.0
aude,9.0186615,8.0
loiret,16.240484,19.0
gard,11.746549,7.0
