n,o,l
E06000013,13.846323,20.0
E06000054,9.552152,7.0
E08000027,17.428564,14.0
E10000024,16.562376,24.0
E06000042,8.007487,5.0
E09000023,8.890111,10.0
E08000010,25.778381,23.0
E09000020,7.2379847,0.0
E06000051,11.772699,18.0
E10000014,66.94723,54.0
E06000057,20.324717,21.0
E06000005,6.925954,8.0
E06000055,10.785403,12.0
E08000008,8.782422,10.0
E08000019,45.911053,42.0
E08000005,15.02242,13.0
E08000021,17.389143,20.0
E08000033,4.6722965,5.0
E09000016,9.307698,7.0
E08000031,23.063602,36.0
E09000006,11.10531,17.0
E06000045,13.938716,7.0
E06000034,4.9054337,2.0
E10000003,21.1445,15.0
E06000052,7.7277756,7.0
E08000034,11.023736,28.0
E09000027,4.14637,3.0
E06000016,17.4513,16.0
E06000006,6.1748476,5.0
E08000024,27.986223,21.0
E10000006,30.955832,42.0
E08000013,13.940101,20.0
E09000018,9.12128,6.0
E06000021,13.734059,21.0
E06000002,17.08046,9.0
E09000009,19.409315,18.0
E06000009,12.827943,14.0
E10000021,17.103956,12.0
E10000027,16.171057,13.0
E10000002,19.30644,22.0
E10000018,25.432182,21.0
E09000001,2.9473877,0.0
E10000007,19.23292,41.0
E08000026,14.205491,9.0
E10000015,44.666172,40.0
E08000023,16.395988,29.0
E06000049,23.1684,28.0
E08000003,22.589375,29.0
E08000025,65.1278,46.0
E09000029,7.7965374,9.0
E09000017,13.37926,8.0
E09000002,7.494059,2.0
E10000032,27.099901,27.0
E10000020,49.758785,47.0
E08000022,10.2363205,9.0
E08000004,21.763739,10.0
E08000007,19.385275,19.0
E06000056,12.020059,11.0
E06000033,3.857944,4.0
E10000030,54.442455,51.0
E06000040,3.1002004,5.0
E10000008,14.807456,12.0
E09000021,16.57839,10.0
E08000014,6.474102,5.0
E06000014,8.404739,9.0
E10000016,126.69675,111.0
E06000008,8.08552,8.0
E10000023,21.64754,42.0
E10000017,75.96397,66.0
E09000015,14.732756,12.0
E08000011,10.052796,10.0
E06000041,14.819603,8.0
E08000035,45.609814,69.0
E06000035,15.26485,15.0
E10000011,13.518214,7.0
E06000012,3.7565513,3.0
E06000047,39.103012,41.0
E06000007,13.930488,8.0
E10000029,37.479397,46.0
E06000030,10.704257,7.0
E06000038,10.661376,11.0
E08000009,13.460591,12.0
E06000011,17.143278,26.0
E08000015,23.513287,23.0
E06000043,7.4882765,2.0
E10000025,34.156193,42.0
E06000018,14.375026,17.0
E10000013,29.444168,28.0
E08000037,19.638184,24.0
E08000002,14.402278,20.0
E06000026,10.070384,3.0
E06000017,2.8481412,1.0
E06000027,3.209535,0.0
E06000022,4.3043137,5.0
E10000031,30.921091,34.0
E06000024,6.7045965,6.0
E06000046,2.9642057,9.0
E09000026,8.494081,3.0
E06000050,19.12646,19.0
E06000059,6.2169347,2.0
E06000031,7.275908,7.0
E10000019,20.848543,23.0
E06000044,6.3599133,6.0
E09000008,18.58378,14.0
E08000030,22.5888,45.0
E10000012,51.821987,90.0
E09000022,11.163969,11.0
E06000003,8.121481,11.0
E06000004,8.724373,5.0
E08000018,19.49785,23.0
E08000036,11.560779,8.0
E09000003,11.527755,10.0
E08000016,15.033376,8.0
E09000004,11.609048,9.0
E08000001,24.198553,14.0
E08000012,25.569326,28.0
E06000032,14.506976,11.0
E09000005,17.9866,10.0
E10000034,29.583652,14.0
E06000001,5.675254,9.0
E08000032,23.012522,47.0
E06000015,6.0086184,7.0
E06000037,10.315432,3.0
E09000010,14.377068,21.0
E06000039,6.4765587,8.0
E08000017,14.270552,36.0
E10000028,49.00915,48.0
E06000020,9.792954,3.0
E06000036,4.3936014,4.0
