n,o,l
hautes_pyrenees,2.2576525,1.0
paris,101.547905,28.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,0.36535177,0.0
ardeche,0.0,0.0
doubs,3.2281222,0.0
aube,10.754173,6.0
essonne,61.026073,14.0
meurthe_et_moselle,4.5040603,1.0
drome,0.3198309,1.0
dordogne,0.0,0.0
moselle,37.006107,0.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,71.89865,13.0
pas_de_calais,13.321945,7.0
marne,9.220892,0.0
puy_de_dome,4.1652265,7.0
mayenne,0.0,0.0
val_de_marne,60.019093,9.0
pyrenees_atlantiques,9.513033,0.0
bas_rhin,0.0,1.0
herault,18.335299,3.0
bouches_du_rhone,79.11083,23.0
alpes_maritimes,8.08887,0.0
charente,0.0,0.0
eure,19.27139,2.0
correze,0.0,0.0
haute_savoie,6.9080777,2.0
seine_et_marne,53.858162,22.0
rhone,7.842232,1.0
ain,4.2359505,7.0
haute_garonne,2.797963,1.0
jura,0.37994364,0.0
saone_et_loire,8.266602,0.0
indre,8.499207,10.0
pyrenees_orientales,0.0,0.0
ardennes,1.3897806,2.0
haut_rhin,26.074478,5.0
haute_saone,2.4499493,0.0
meuse,0.1790724,0.0
isere,0.0,0.0
territoire_de_belfort,0.99803424,0.0
cher,5.8345275,1.0
loir_et_cher,0.0,0.0
seine_maritime,10.856281,1.0
val_d'oise,27.068537,13.0
aisne,13.473749,1.0
oise,39.30485,9.0
cote_d'or,0.50802207,0.0
vosges,10.294765,1.0
nord,15.100126,3.0
gironde,7.0591555,0.0
yonne,0.0,2.0
lot_et_garonne,0.0,0.0
yvelines,23.348763,2.0
gers,0.28171372,0.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,21.553513,0.0
seine_saint_denis,68.34953,24.0
maine_et_loire,0.0,0.0
manche,0.5260725,0.0
calvados,1.3571478,1.0
somme,12.032045,5.0
nievre,10.1931,3.0
vienne,0.0,0.0
cantal,0.0,0.0
tarn_et_garonne,1.6438123,0.0
haute_loire,0.0,1.0
indre_et_loire,0.0,1.0
vaucluse,12.452079,1.0
var,1.009895,0.0
orne,0.0,0.0
haute_vienne,0.0,2.0
aude,3.0181034,4.0
loiret,10.134933,0.0
gard,3.5349991,1.0
