n,o,l
E06000013,11.557033,7.0
E06000054,4.7673492,16.0
E08000027,9.903105,25.0
E10000024,17.659683,34.0
E06000042,1.9030559,15.0
E09000023,3.7715838,4.0
E08000010,20.35157,13.0
E09000020,1.2444743,0.0
E06000051,12.107446,13.0
E10000014,43.062374,39.0
E06000057,9.829881,18.0
E06000005,5.2924623,11.0
E06000055,7.278706,14.0
E08000008,2.824447,10.0
E08000019,36.220898,39.0
E08000005,7.1637607,7.0
E08000021,13.674942,12.0
E08000033,1.8925841,1.0
E09000016,1.8173841,2.0
E08000031,19.888895,36.0
E09000006,7.911756,30.0
E06000045,4.7317786,10.0
E06000034,1.2952898,5.0
E10000003,17.420494,23.0
E06000052,2.9529119,13.0
E08000034,9.466453,11.0
E09000027,0.967276,10.0
E06000016,13.427871,13.0
E06000006,1.000848,7.0
E08000024,13.790663,26.0
E10000006,28.505941,76.0
E08000013,10.454069,5.0
E09000018,1.3735017,8.0
E06000021,14.28953,12.0
E06000002,12.605226,3.0
E09000009,12.738478,12.0
E06000009,6.2886252,18.0
E10000021,7.4430695,15.0
E10000027,7.5023584,21.0
E10000002,14.815746,5.0
E10000018,16.22373,21.0
E09000001,0.7755894,0.0
E10000007,36.463554,22.0
E08000026,3.5921562,12.0
E10000015,35.868443,62.0
E08000023,15.6107645,13.0
E06000049,19.153027,19.0
E08000003,17.804728,17.0
E08000025,34.084087,44.0
E09000029,2.6974177,10.0
E09000017,2.651898,5.0
E09000002,1.0043849,2.0
E10000032,19.204975,25.0
E10000020,44.683617,46.0
E08000022,1.5394098,7.0
E08000004,8.62622,20.0
E08000007,13.643796,21.0
E06000056,6.1562943,7.0
E06000033,1.0605065,4.0
E10000030,30.92439,28.0
E06000040,1.9655577,4.0
E10000008,10.339223,23.0
E09000021,8.632508,15.0
E08000014,1.1662256,6.0
E06000014,6.5322814,19.0
E10000016,87.58435,88.0
E06000008,2.9248376,10.0
E10000023,26.859394,36.0
E10000017,52.21807,43.0
E09000015,6.7198706,28.0
E08000011,7.821532,15.0
E06000041,3.282532,7.0
E08000035,38.622154,35.0
E06000035,5.592579,9.0
E10000011,9.256744,13.0
E06000012,1.073129,0.0
E06000047,34.92408,64.0
E06000007,9.328027,11.0
E10000029,27.566359,19.0
E06000030,4.1757717,5.0
E06000038,7.2094493,13.0
E08000009,6.122616,11.0
E06000011,19.4422,34.0
E08000015,15.439324,14.0
E06000043,2.438341,5.0
E10000025,24.227499,12.0
E06000018,1.7490177,6.0
E10000013,19.908752,17.0
E08000037,15.536454,36.0
E08000002,9.920792,7.0
E06000026,3.2892914,4.0
E06000017,0.93947196,0.0
E06000027,3.3316503,0.0
E06000022,1.1881114,1.0
E10000031,23.914492,23.0
E06000024,3.2315028,8.0
E06000046,2.3029726,8.0
E09000026,1.9616302,4.0
E06000050,18.283699,14.0
E06000059,2.19068,5.0
E06000031,6.90616,7.0
E10000019,13.59716,14.0
E06000044,2.1425753,0.0
E09000008,12.395799,9.0
E08000030,22.876385,10.0
E10000012,59.71412,48.0
E09000022,4.9377,7.0
E06000003,4.631779,7.0
E06000004,7.2933025,6.0
E08000018,15.898422,20.0
E08000036,8.080407,6.0
E09000003,5.2398076,12.0
E08000016,14.868756,14.0
E09000004,5.0065126,5.0
E08000001,12.845456,15.0
E08000012,18.90746,23.0
E06000032,6.585282,1.0
E09000005,4.2814803,9.0
E10000034,16.11433,17.0
E06000001,4.6941814,10.0
E08000032,27.279692,50.0
E06000015,6.1610465,9.0
E06000037,1.842585,11.0
E09000010,5.968953,6.0
E06000039,2.42311,4.0
E08000017,13.129474,29.0
E10000028,36.76922,32.0
E06000020,4.5650144,9.0
E06000036,1.4362917,3.0
