n,o,l
avila,30.207401,14.0
cadiz,16.284336,43.0
ciudad_real,0.13895904,121.0
soria,17.971611,40.0
huelva,7.9829383,7.0
bizkaia,164.79793,154.0
jaen,28.129784,12.0
guadalajara,0.13895904,61.0
badajoz,30.879002,15.0
leon,37.96208,186.0
malaga,41.882915,81.0
segovia,81.61019,81.0
albacete,0.144022,37.0
gipuzkoa,62.24549,75.0
alicante,51.899887,111.0
burgos,28.62102,25.0
tarragona,42.416515,0.0
cuenca,0.13895519,10.0
valladolid,105.03202,180.0
toledo,46.73274,46.0
caceres,0.13895904,63.0
araba/alava,53.985737,20.0
girona,24.325722,0.0
zamora,772.44586,5.0
cordoba,16.661388,21.0
barcelona,12.749339,1002.0
lleida,53.076313,48.0
castellon,30.113293,17.0
valencia,107.42805,25.0
granada,36.491146,47.0
salamanca,64.45087,12.0
almeria,8.284121,2.0
palencia,20.749046,9.0
sevilla,49.2156,76.0
