n,o,l
E06000013,1.6448028,16.0
E06000054,11.352047,5.0
E08000027,24.42231,10.0
E10000024,38.405796,45.0
E06000042,15.3507805,16.0
E09000023,47.56101,15.0
E08000010,22.505554,30.0
E09000020,12.612791,6.0
E06000051,7.9305997,15.0
E10000014,105.47379,64.0
E06000057,4.905286,7.0
E06000005,30.866137,31.0
E06000055,10.291431,20.0
E08000008,18.303617,15.0
E08000019,80.22405,48.0
E08000005,13.940036,25.0
E08000021,38.32855,31.0
E08000033,4.599825,8.0
E09000016,28.492636,14.0
E08000031,18.732286,17.0
E09000006,43.247402,20.0
E06000045,13.454009,17.0
E06000034,8.7692,4.0
E10000003,21.222204,20.0
E06000052,17.633543,10.0
E08000034,22.20606,24.0
E09000027,8.623644,8.0
E06000016,28.111696,13.0
E06000006,14.277597,10.0
E08000024,57.590828,30.0
E10000006,92.28867,52.0
E08000013,28.101217,9.0
E09000018,27.266356,21.0
E06000021,6.6636887,14.0
E06000002,20.13688,20.0
E09000009,6.6924343,8.0
E06000009,33.36702,26.0
E10000021,57.273712,33.0
E10000027,10.937511,17.0
E10000002,24.75882,21.0
E10000018,36.46275,22.0
E09000001,0.0,0.0
E10000007,35.922314,31.0
E08000026,23.52324,13.0
E10000015,102.73204,61.0
E08000023,14.819397,27.0
E06000049,29.911753,28.0
E08000003,50.29917,49.0
E08000025,116.28124,82.0
E09000029,22.638517,25.0
E09000017,24.49409,17.0
E09000002,16.328806,13.0
E10000032,39.94095,34.0
E10000020,39.32118,56.0
E08000022,26.353233,11.0
E08000004,22.765663,18.0
E08000007,35.89829,20.0
E06000056,18.029858,16.0
E06000033,14.324245,7.0
E10000030,95.30533,86.0
E06000040,2.1034107,10.0
E10000008,24.14463,25.0
E09000021,38.114796,30.0
E08000014,11.6355095,17.0
E06000014,5.269862,7.0
E10000016,124.52248,67.0
E06000008,8.315839,16.0
E10000023,29.391973,15.0
E10000017,125.41412,90.0
E09000015,29.137232,15.0
E08000011,22.572367,8.0
E06000041,5.591763,15.0
E08000035,39.800472,36.0
E06000035,26.698053,13.0
E10000011,18.897512,13.0
E06000012,0.34816378,6.0
E06000047,55.860554,39.0
E06000007,23.724127,29.0
E10000029,30.844063,21.0
E06000030,6.817722,17.0
E06000038,7.531995,36.0
E08000009,24.48765,24.0
E06000011,10.648304,26.0
E08000015,47.37987,46.0
E06000043,10.9024725,13.0
E10000025,65.44951,52.0
E06000018,16.844194,11.0
E10000013,39.897495,27.0
E08000037,31.75892,25.0
E08000002,14.692184,10.0
E06000026,3.2217414,16.0
E06000017,0.0,0.0
E06000027,0.39087328,3.0
E06000022,0.89414096,9.0
E10000031,40.91342,20.0
E06000024,1.9263287,5.0
E06000046,0.0,0.0
E09000026,26.287603,14.0
E06000050,33.475033,22.0
E06000059,8.072155,8.0
E06000031,2.0621347,4.0
E10000019,30.163713,31.0
E06000044,4.9081097,11.0
E09000008,62.610058,48.0
E08000030,37.716927,22.0
E10000012,115.78886,50.0
E09000022,45.17932,11.0
E06000003,7.4182405,5.0
E06000004,10.435154,15.0
E08000018,16.103289,20.0
E08000036,21.146448,15.0
E09000003,51.225815,20.0
E08000016,11.455657,27.0
E09000004,23.212908,23.0
E08000001,26.076014,31.0
E08000012,61.772,31.0
E06000032,24.691107,24.0
E09000005,56.937687,34.0
E10000034,36.126637,48.0
E06000001,0.6019067,8.0
E08000032,27.654945,17.0
E06000015,15.831788,5.0
E06000037,5.921165,12.0
E09000010,26.30797,35.0
E06000039,4.872229,17.0
E08000017,6.4568243,4.0
E10000028,55.81781,51.0
E06000020,2.2641127,5.0
E06000036,2.7994487,10.0
