n,o,l
E06000013,10.957798,23.0
E06000054,10.885544,13.0
E08000027,20.218056,18.0
E10000024,30.946514,34.0
E06000042,15.470491,6.0
E09000023,10.96824,4.0
E08000010,31.913168,32.0
E09000020,9.453503,5.0
E06000051,7.8757133,19.0
E10000014,81.57102,63.0
E06000057,12.118237,9.0
E06000005,32.48191,8.0
E06000055,15.478298,29.0
E08000008,12.011292,5.0
E08000019,56.10854,19.0
E08000005,21.167595,11.0
E08000021,31.902174,10.0
E08000033,5.325191,5.0
E09000016,24.843796,8.0
E08000031,30.682034,16.0
E09000006,11.313691,27.0
E06000045,7.505998,14.0
E06000034,23.13012,4.0
E10000003,14.504856,25.0
E06000052,19.19054,13.0
E08000034,7.4351315,10.0
E09000027,22.754955,1.0
E06000016,13.497435,16.0
E06000006,48.14742,5.0
E08000024,60.251015,20.0
E10000006,13.997094,35.0
E08000013,17.336456,25.0
E09000018,14.087048,6.0
E06000021,17.073149,22.0
E06000002,12.560118,10.0
E09000009,33.98572,21.0
E06000009,33.23053,10.0
E10000021,14.980193,12.0
E10000027,25.342987,11.0
E10000002,26.894024,11.0
E10000018,3.1470778,14.0
E09000001,5.856586,0.0
E10000007,29.517351,25.0
E08000026,16.079601,20.0
E10000015,74.73768,34.0
E08000023,16.254068,16.0
E06000049,32.191944,34.0
E08000003,53.630657,20.0
E08000025,61.50356,53.0
E09000029,22.493698,11.0
E09000017,22.457924,6.0
E09000002,10.966992,3.0
E10000032,37.87177,30.0
E10000020,18.500557,57.0
E08000022,50.85281,9.0
E08000004,38.29919,18.0
E08000007,32.296642,19.0
E06000056,16.955843,13.0
E06000033,5.466802,4.0
E10000030,80.20074,51.0
E06000040,4.372517,5.0
E10000008,20.647343,26.0
E09000021,29.525928,5.0
E08000014,10.369748,5.0
E06000014,6.1669536,10.0
E10000016,106.0959,84.0
E06000008,11.651381,11.0
E10000023,27.162289,28.0
E10000017,98.25178,76.0
E09000015,25.407978,11.0
E08000011,20.361847,20.0
E06000041,6.825121,4.0
E08000035,45.05035,46.0
E06000035,24.153063,14.0
E10000011,19.659119,8.0
E06000012,4.1055055,9.0
E06000047,61.693314,50.0
E06000007,26.892418,23.0
E10000029,30.942957,41.0
E06000030,14.89003,10.0
E06000038,10.60775,9.0
E08000009,21.46181,9.0
E06000011,13.386483,21.0
E08000015,40.444973,22.0
E06000043,9.630982,5.0
E10000025,55.21284,44.0
E06000018,14.980442,13.0
E10000013,46.49452,36.0
E08000037,35.24625,43.0
E08000002,24.307062,19.0
E06000026,6.0742345,7.0
E06000017,2.9662254,1.0
E06000027,1.2439932,5.0
E06000022,10.320591,6.0
E10000031,34.758244,20.0
E06000024,5.478047,8.0
E06000046,3.450421,10.0
E09000026,18.166607,6.0
E06000050,25.750072,26.0
E06000059,7.1786,16.0
E06000031,4.115469,9.0
E10000019,26.71621,19.0
E06000044,9.73188,2.0
E09000008,35.998222,22.0
E08000030,22.988317,17.0
E10000012,73.72929,63.0
E09000022,39.365276,18.0
E06000003,12.1289,9.0
E06000004,10.878355,10.0
E08000018,16.38535,20.0
E08000036,15.820845,7.0
E09000003,31.876123,11.0
E08000016,22.086952,17.0
E09000004,17.001097,4.0
E08000001,32.78368,20.0
E08000012,52.359543,21.0
E06000032,22.968311,12.0
E09000005,33.271664,15.0
E10000034,37.049114,19.0
E06000001,3.9223263,19.0
E08000032,26.58641,24.0
E06000015,10.933702,8.0
E06000037,6.894642,9.0
E09000010,27.6995,13.0
E06000039,11.763263,5.0
E08000017,3.5291994,20.0
E10000028,49.811367,55.0
E06000020,4.3321347,12.0
E06000036,14.781311,6.0
