n,o,l
hautes_pyrenees,2.0390787,0.0
paris,70.92868,35.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,1.243405,1.0
ardeche,0.24708232,0.0
doubs,4.002828,0.0
aube,5.3449063,0.0
essonne,34.091225,17.0
meurthe_et_moselle,1.3097911,0.0
drome,1.6668633,0.0
dordogne,0.0,0.0
moselle,11.094578,1.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,55.626797,4.0
pas_de_calais,10.577766,0.0
marne,7.016908,2.0
puy_de_dome,4.262569,2.0
mayenne,0.0,0.0
val_de_marne,39.30957,6.0
pyrenees_atlantiques,9.269993,0.0
bas_rhin,1.4361745,0.0
herault,23.85327,5.0
bouches_du_rhone,60.670204,9.0
alpes_maritimes,4.132166,1.0
charente,0.0,0.0
eure,15.655625,0.0
correze,0.0,0.0
haute_savoie,8.909847,0.0
seine_et_marne,35.234188,5.0
rhone,10.261168,2.0
ain,4.2212663,68.0
haute_garonne,3.0158715,2.0
jura,1.5761842,0.0
saone_et_loire,6.546186,6.0
indre,5.86437,0.0
pyrenees_orientales,0.0,0.0
ardennes,0.0,0.0
haut_rhin,23.541925,0.0
haute_saone,2.0324435,0.0
meuse,0.0,0.0
isere,0.13799044,0.0
territoire_de_belfort,1.4219342,0.0
cher,3.8063502,0.0
loir_et_cher,0.0,0.0
seine_maritime,8.33347,1.0
val_d'oise,22.839558,25.0
aisne,14.305946,0.0
oise,27.071629,0.0
cote_d'or,1.2702969,0.0
vosges,12.545392,0.0
nord,7.5406775,0.0
gironde,7.1561475,0.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,17.676987,3.0
gers,0.105506495,0.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,18.047436,1.0
seine_saint_denis,52.23749,7.0
maine_et_loire,0.0,0.0
manche,0.5777059,0.0
calvados,1.3584374,0.0
somme,9.512405,0.0
nievre,0.6889323,0.0
vienne,0.0,0.0
cantal,0.0,2.0
tarn_et_garonne,0.0,0.0
haute_loire,0.0,0.0
indre_et_loire,0.6194764,0.0
vaucluse,8.881053,0.0
var,2.2815645,0.0
orne,0.0,0.0
haute_vienne,0.0,0.0
aude,2.6104686,0.0
loiret,8.719044,0.0
gard,4.8154078,1.0
