n,o,l
avila,35.269405,41.0
cadiz,18.87559,15.0
ciudad_real,0.17242396,58.0
soria,22.840052,6.0
huelva,9.202173,1.0
bizkaia,133.3715,110.0
jaen,29.1933,8.0
guadalajara,0.17242391,31.0
badajoz,26.345144,3.0
leon,39.58553,24.0
malaga,35.011547,6.0
segovia,76.023506,78.0
albacete,0.18760423,22.0
gipuzkoa,49.88267,19.0
alicante,46.1822,29.0
burgos,26.597216,17.0
tarragona,55.6168,49.0
cuenca,0.17245974,30.0
valladolid,84.17864,26.0
toledo,44.45174,53.0
caceres,0.17242396,23.0
araba/alava,43.809258,30.0
girona,37.651974,88.0
zamora,692.2569,9.0
cordoba,22.123564,13.0
barcelona,12.073254,893.0
lleida,41.593548,24.0
castellon,34.095745,2.0
valencia,107.30381,58.0
granada,36.389164,64.0
salamanca,58.031322,18.0
almeria,9.186109,5.0
palencia,21.101767,13.0
sevilla,48.798756,26.0
