n,o,l
avila,55.562435,30.0
cadiz,58.497906,42.0
ciudad_real,0.11954627,0.0
soria,61.079216,66.0
huelva,15.922492,37.0
bizkaia,326.90536,200.0
jaen,63.87251,53.0
guadalajara,0.11954723,0.0
badajoz,65.16103,20.0
leon,102.15633,59.0
malaga,114.719536,75.0
segovia,61.584087,80.0
albacete,0.1217705,0.0
gipuzkoa,113.08078,0.0
alicante,126.65158,125.0
burgos,77.26383,45.0
tarragona,70.77616,79.0
cuenca,0.11954858,0.0
valladolid,103.03229,102.0
toledo,183.9343,92.0
caceres,157.83484,36.0
araba/alava,0.11954641,0.0
girona,134.74063,150.0
zamora,2059.9675,1220.0
cordoba,56.844975,18.0
barcelona,13.952587,110.0
lleida,99.6596,60.0
castellon,52.35203,43.0
valencia,21.61736,148.0
granada,103.99457,87.0
salamanca,121.86858,76.0
almeria,25.450579,18.0
palencia,32.823627,44.0
sevilla,121.14865,73.0
