n,o,l
hautes_pyrenees,0.5106849,0.0
paris,53.059475,4.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,0.0,0.0
ardeche,0.0,0.0
doubs,1.4694923,0.0
aube,6.2648983,0.0
essonne,39.59994,1.0
meurthe_et_moselle,2.209196,0.0
drome,0.0,0.0
dordogne,0.0,0.0
moselle,15.972598,0.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,32.290573,1.0
pas_de_calais,7.984001,1.0
marne,3.1559763,0.0
puy_de_dome,2.1311395,0.0
mayenne,0.0,0.0
val_de_marne,28.03959,0.0
pyrenees_atlantiques,2.3075285,0.0
bas_rhin,0.31545955,0.0
herault,6.738082,3.0
bouches_du_rhone,43.8984,0.0
alpes_maritimes,3.2568245,0.0
charente,0.0,0.0
eure,10.697698,2.0
correze,0.0,1.0
haute_savoie,7.3001084,0.0
seine_et_marne,33.581654,4.0
rhone,2.7633665,0.0
ain,12.152452,0.0
haute_garonne,1.6743056,0.0
jura,3.2040863,0.0
saone_et_loire,2.9505737,2.0
indre,4.1819963,0.0
pyrenees_orientales,0.0,0.0
ardennes,0.6353422,0.0
haut_rhin,10.494562,0.0
haute_saone,0.90744644,0.0
meuse,0.0,0.0
isere,0.28832805,0.0
territoire_de_belfort,0.40494663,0.0
cher,3.1003141,1.0
loir_et_cher,0.0,0.0
seine_maritime,5.5484858,0.0
val_d'oise,15.9815645,6.0
aisne,5.106765,0.0
oise,17.884953,1.0
cote_d'or,0.0,0.0
vosges,3.108299,0.0
nord,6.601039,0.0
gironde,1.8191587,0.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,14.277284,0.0
gers,0.25819987,0.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,19.045767,0.0
seine_saint_denis,33.556404,5.0
maine_et_loire,0.0,0.0
manche,0.4656003,0.0
calvados,1.9425048,0.0
somme,4.9851294,0.0
nievre,3.817869,0.0
vienne,0.0,0.0
cantal,0.0,0.0
tarn_et_garonne,0.598514,0.0
haute_loire,0.0,0.0
indre_et_loire,0.1256411,0.0
vaucluse,4.080344,0.0
var,2.410766,0.0
orne,0.0,0.0
haute_vienne,0.12133815,0.0
aude,2.6651416,0.0
loiret,4.0994844,0.0
gard,4.0967007,0.0
