n,o,l
avila,41.756775,42.0
cadiz,18.088388,9.0
ciudad_real,109.89803,178.0
soria,54.24282,33.0
huelva,5.533797,7.0
bizkaia,188.33707,197.0
jaen,21.857061,22.0
guadalajara,36.033092,51.0
badajoz,9.816522,17.0
leon,81.39482,67.0
malaga,74.56558,170.0
segovia,69.746124,35.0
albacete,27.777048,98.0
gipuzkoa,40.962963,57.0
alicante,33.822918,48.0
burgos,33.89966,32.0
tarragona,34.93987,23.0
cuenca,34.498592,70.0
valladolid,80.04483,55.0
toledo,78.862915,99.0
caceres,36.332943,38.0
araba/alava,51.40095,98.0
girona,156.68596,182.0
zamora,20.052965,19.0
cordoba,13.544253,5.0
barcelona,789.3439,705.0
lleida,34.059334,29.0
castellon,23.935326,23.0
valencia,90.4955,100.0
granada,50.905617,54.0
salamanca,74.89277,49.0
almeria,13.513759,5.0
palencia,22.483034,56.0
sevilla,30.831495,43.0
