n,o,l
E06000013,2.487238,17.0
E06000054,13.001106,10.0
E08000027,18.804129,17.0
E10000024,39.698593,24.0
E06000042,17.56694,5.0
E09000023,31.69321,14.0
E08000010,30.872828,30.0
E09000020,18.131054,7.0
E06000051,13.508147,10.0
E10000014,99.048706,83.0
E06000057,16.144245,13.0
E06000005,34.026955,23.0
E06000055,19.55446,7.0
E08000008,21.641417,8.0
E08000019,60.568153,64.0
E08000005,27.187916,26.0
E08000021,39.373745,18.0
E08000033,8.07565,4.0
E09000016,30.302853,11.0
E08000031,39.63275,22.0
E09000006,15.678977,14.0
E06000045,12.18638,17.0
E06000034,27.925922,6.0
E10000003,18.166399,22.0
E06000052,23.535366,8.0
E08000034,10.790978,7.0
E09000027,26.796452,4.0
E06000016,16.335915,28.0
E06000006,56.773815,7.0
E08000024,86.57496,56.0
E10000006,23.879402,37.0
E08000013,23.743746,14.0
E09000018,12.0980425,12.0
E06000021,12.052962,16.0
E06000002,9.200931,16.0
E09000009,36.164753,21.0
E06000009,35.439648,19.0
E10000021,14.446362,15.0
E10000027,30.755993,22.0
E10000002,28.82043,11.0
E10000018,1.4686878,30.0
E09000001,7.542888,2.0
E10000007,36.53096,23.0
E08000026,20.677807,25.0
E10000015,87.94041,47.0
E08000023,20.30833,25.0
E06000049,34.860962,22.0
E08000003,62.460564,31.0
E08000025,82.42151,54.0
E09000029,27.953018,10.0
E09000017,24.70744,21.0
E09000002,18.918066,7.0
E10000032,47.761345,25.0
E10000020,24.373678,40.0
E08000022,54.309273,7.0
E08000004,36.939613,21.0
E08000007,36.905067,21.0
E06000056,19.15118,11.0
E06000033,9.720719,7.0
E10000030,89.543884,63.0
E06000040,5.9982862,6.0
E10000008,19.888939,18.0
E09000021,38.257095,15.0
E08000014,19.049498,9.0
E06000014,10.421311,8.0
E10000016,124.37553,116.0
E06000008,13.545594,8.0
E10000023,31.906069,39.0
E10000017,114.853134,74.0
E09000015,30.181152,13.0
E08000011,25.319164,19.0
E06000041,8.822507,8.0
E08000035,53.08978,43.0
E06000035,27.180012,19.0
E10000011,23.52774,10.0
E06000012,0.68266845,4.0
E06000047,66.83476,50.0
E06000007,33.107105,20.0
E10000029,34.1204,58.0
E06000030,15.3418045,17.0
E06000038,11.347011,17.0
E08000009,25.7347,16.0
E06000011,18.429558,27.0
E08000015,50.271454,15.0
E06000043,13.611621,8.0
E10000025,65.146805,35.0
E06000018,18.663612,18.0
E10000013,49.70369,21.0
E08000037,41.85755,14.0
E08000002,26.45652,22.0
E06000026,5.106091,9.0
E06000017,1.214595,0.0
E06000027,0.0,10.0
E06000022,9.345898,1.0
E10000031,39.12068,27.0
E06000024,5.718417,4.0
E06000046,2.3352652,0.0
E09000026,33.836864,14.0
E06000050,32.805336,18.0
E06000059,14.344425,7.0
E06000031,3.974316,10.0
E10000019,23.718365,26.0
E06000044,10.624639,1.0
E09000008,50.618126,25.0
E08000030,30.215845,35.0
E10000012,92.09579,70.0
E09000022,37.437622,15.0
E06000003,2.5615146,8.0
E06000004,14.519471,15.0
E08000018,19.098951,19.0
E08000036,23.007559,12.0
E09000003,45.21767,10.0
E08000016,16.45821,17.0
E09000004,24.659805,11.0
E08000001,37.297504,20.0
E08000012,68.88713,30.0
E06000032,30.772877,9.0
E09000005,39.549034,15.0
E10000034,42.651672,31.0
E06000001,7.631685,7.0
E08000032,35.791744,21.0
E06000015,9.516761,9.0
E06000037,5.5267115,16.0
E09000010,32.836784,25.0
E06000039,10.555001,7.0
E08000017,1.25596,14.0
E10000028,53.45202,51.0
E06000020,3.1088283,10.0
E06000036,22.528275,5.0
