n,o,l
E06000013,5.9679456,12.0
E06000054,7.058681,10.0
E08000027,13.317002,27.0
E10000024,23.909056,14.0
E06000042,7.819491,5.0
E09000023,11.796924,6.0
E08000010,21.024168,26.0
E09000020,2.3339078,6.0
E06000051,5.615876,8.0
E10000014,66.9749,60.0
E06000057,22.563534,25.0
E06000005,3.4152205,8.0
E06000055,9.396677,11.0
E08000008,7.600201,8.0
E08000019,51.059788,59.0
E08000005,13.14301,10.0
E08000021,18.593788,17.0
E08000033,3.0264833,4.0
E09000016,13.013318,9.0
E08000031,12.675422,12.0
E09000006,16.903023,15.0
E06000045,6.3032284,3.0
E06000034,0.3366217,8.0
E10000003,12.806836,13.0
E06000052,7.969393,12.0
E08000034,9.313249,3.0
E09000027,1.5500414,15.0
E06000016,12.300784,6.0
E06000006,4.8331466,32.0
E08000024,33.19904,23.0
E10000006,34.524143,9.0
E08000013,9.916547,10.0
E09000018,9.280621,12.0
E06000021,9.738427,23.0
E06000002,9.603503,22.0
E09000009,7.7208467,13.0
E06000009,26.713213,25.0
E10000021,21.564878,13.0
E10000027,9.581687,18.0
E10000002,15.527501,16.0
E10000018,17.678581,0.0
E09000001,0.0,5.0
E10000007,21.924524,7.0
E08000026,12.290078,12.0
E10000015,53.457882,38.0
E08000023,12.118576,13.0
E06000049,22.178984,24.0
E08000003,34.837063,29.0
E08000025,53.683002,58.0
E09000029,18.875595,3.0
E09000017,12.179149,15.0
E09000002,5.759613,6.0
E10000032,24.456665,27.0
E10000020,43.977512,17.0
E08000022,5.806474,39.0
E08000004,23.668814,24.0
E08000007,21.082651,23.0
E06000056,8.861338,11.0
E06000033,1.6724559,1.0
E10000030,75.52631,47.0
E06000040,1.3597307,2.0
E10000008,18.226686,14.0
E09000021,20.029818,12.0
E08000014,6.149038,12.0
E06000014,1.512871,4.0
E10000016,107.81764,101.0
E06000008,6.4565225,14.0
E10000023,20.037271,18.0
E10000017,73.66218,75.0
E09000015,13.907223,13.0
E08000011,11.195895,5.0
E06000041,6.5887165,4.0
E08000035,34.0733,33.0
E06000035,10.547144,17.0
E10000011,10.429016,14.0
E06000012,0.0,2.0
E06000047,40.284985,46.0
E06000007,13.352885,11.0
E10000029,21.86496,62.0
E06000030,8.1981125,6.0
E06000038,15.526725,5.0
E08000009,10.019236,13.0
E06000011,13.239124,12.0
E08000015,28.730423,19.0
E06000043,4.8767266,12.0
E10000025,42.137005,34.0
E06000018,5.386522,2.0
E10000013,35.29855,32.0
E08000037,19.57082,26.0
E08000002,14.282783,17.0
E06000026,4.9969144,2.0
E06000017,0.0,0.0
E06000027,0.08430835,3.0
E06000022,3.8490288,4.0
E10000031,22.693588,42.0
E06000024,0.86853844,6.0
E06000046,0.0,3.0
E09000026,8.835549,5.0
E06000050,15.362847,13.0
E06000059,3.529184,8.0
E06000031,0.0,1.0
E10000019,18.865072,14.0
E06000044,4.273544,5.0
E09000008,24.761913,24.0
E08000030,13.792351,12.0
E10000012,53.064365,40.0
E09000022,17.197718,11.0
E06000003,3.7618709,4.0
E06000004,4.649898,6.0
E08000018,17.667986,22.0
E08000036,9.153301,13.0
E09000003,14.892255,13.0
E08000016,16.26916,9.0
E09000004,7.6979384,9.0
E08000001,24.693521,17.0
E08000012,32.65991,19.0
E06000032,10.968662,33.0
E09000005,21.561176,24.0
E10000034,29.049356,33.0
E06000001,0.660948,11.0
E08000032,16.90794,20.0
E06000015,3.750139,3.0
E06000037,4.207668,14.0
E09000010,14.84084,10.0
E06000039,7.674942,8.0
E08000017,6.341835,18.0
E10000028,42.6191,46.0
E06000020,0.0066201612,17.0
E06000036,2.6801417,16.0
