n,o,l
avila,28.436972,52.0
cadiz,20.256577,12.0
ciudad_real,0.12274201,154.0
soria,20.811348,47.0
huelva,8.658857,6.0
bizkaia,173.53291,201.0
jaen,28.0061,41.0
guadalajara,0.122746065,67.0
badajoz,19.64967,20.0
leon,46.41333,93.0
malaga,51.493073,43.0
segovia,80.66335,61.0
albacete,0.12999783,73.0
gipuzkoa,55.42851,27.0
alicante,61.954967,75.0
burgos,23.410366,44.0
tarragona,25.675674,43.0
cuenca,0.122752085,136.0
valladolid,98.93733,121.0
toledo,50.54074,38.0
caceres,43.90371,92.0
araba/alava,0.122746065,416.0
girona,52.17318,0.0
zamora,881.0459,7.0
cordoba,40.554462,42.0
barcelona,12.639276,1437.0
lleida,63.084053,44.0
castellon,25.239231,39.0
valencia,128.85326,140.0
granada,45.940422,13.0
salamanca,60.69065,58.0
almeria,12.470727,8.0
palencia,19.531267,5.0
sevilla,51.462086,21.0
