n,o,l
E06000013,10.152553,12.0
E06000054,9.990707,14.0
E08000027,20.412735,36.0
E10000024,32.866943,35.0
E06000042,14.822458,16.0
E09000023,22.296822,15.0
E08000010,25.249338,33.0
E09000020,14.510793,9.0
E06000051,11.098897,15.0
E10000014,86.86885,76.0
E06000057,11.887591,17.0
E06000005,28.849167,6.0
E06000055,21.186146,18.0
E08000008,16.194033,16.0
E08000019,54.27543,47.0
E08000005,23.695564,12.0
E08000021,32.02456,21.0
E08000033,9.975789,5.0
E09000016,25.565598,19.0
E08000031,30.373728,26.0
E09000006,13.866332,25.0
E06000045,7.893153,14.0
E06000034,24.407156,9.0
E10000003,14.824598,30.0
E06000052,16.111044,24.0
E08000034,8.958581,19.0
E09000027,22.285416,10.0
E06000016,13.562285,10.0
E06000006,45.03273,10.0
E08000024,65.76602,24.0
E10000006,18.935085,37.0
E08000013,18.994389,23.0
E09000018,18.324951,11.0
E06000021,16.873627,11.0
E06000002,14.698924,11.0
E09000009,37.41848,16.0
E06000009,31.374752,15.0
E10000021,15.075929,27.0
E10000027,26.42314,31.0
E10000002,26.249218,27.0
E10000018,5.557968,46.0
E09000001,6.189333,0.0
E10000007,36.086563,28.0
E08000026,18.08763,16.0
E10000015,79.96282,57.0
E08000023,16.87231,30.0
E06000049,31.272814,33.0
E08000003,51.42514,15.0
E08000025,71.08404,81.0
E09000029,19.941032,19.0
E09000017,22.6657,14.0
E09000002,13.057099,10.0
E10000032,35.689217,49.0
E10000020,16.33463,47.0
E08000022,50.450905,10.0
E08000004,41.504475,26.0
E08000007,32.170357,20.0
E06000056,16.944988,7.0
E06000033,10.612796,3.0
E10000030,82.37633,71.0
E06000040,6.481921,14.0
E10000008,22.64225,20.0
E09000021,26.295675,18.0
E08000014,15.152637,19.0
E06000014,8.014789,10.0
E10000016,121.803566,166.0
E06000008,13.294562,11.0
E10000023,25.725737,24.0
E10000017,93.58822,88.0
E09000015,26.474968,16.0
E08000011,19.125435,20.0
E06000041,10.822505,17.0
E08000035,45.510963,51.0
E06000035,22.965645,16.0
E10000011,21.08849,14.0
E06000012,6.2830744,1.0
E06000047,61.387695,38.0
E06000007,27.839079,26.0
E10000029,30.225452,52.0
E06000030,15.086884,16.0
E06000038,13.594941,28.0
E08000009,22.154263,18.0
E06000011,18.184196,21.0
E08000015,38.547813,26.0
E06000043,11.251332,11.0
E10000025,62.41099,48.0
E06000018,14.42644,15.0
E10000013,52.42657,57.0
E08000037,37.26475,14.0
E08000002,20.642902,15.0
E06000026,11.253144,4.0
E06000017,6.631713,1.0
E06000027,6.906549,1.0
E06000022,13.358233,4.0
E10000031,33.240807,38.0
E06000024,7.4306536,3.0
E06000046,6.0778384,8.0
E09000026,23.65411,13.0
E06000050,26.850437,19.0
E06000059,15.15088,4.0
E06000031,5.248234,12.0
E10000019,24.424282,35.0
E06000044,9.219948,6.0
E09000008,38.78464,31.0
E08000030,24.78582,23.0
E10000012,75.40731,53.0
E09000022,26.688133,19.0
E06000003,8.950575,6.0
E06000004,11.079831,8.0
E08000018,20.27531,14.0
E08000036,16.207489,11.0
E09000003,32.839676,13.0
E08000016,23.2108,9.0
E09000004,18.522903,21.0
E08000001,38.99768,23.0
E08000012,56.362537,44.0
E06000032,23.3928,4.0
E09000005,36.92425,34.0
E10000034,35.22097,35.0
E06000001,6.9960217,5.0
E08000032,25.634956,16.0
E06000015,12.061767,4.0
E06000037,8.249717,17.0
E09000010,27.57682,18.0
E06000039,11.981939,8.0
E08000017,12.694531,21.0
E10000028,53.822,53.0
E06000020,6.3211293,6.0
E06000036,24.794872,5.0
