n,o,l
avila,15.136369,41.0
cadiz,19.365896,15.0
ciudad_real,100.68023,58.0
soria,26.410368,6.0
huelva,3.8579323,1.0
bizkaia,107.73944,110.0
jaen,11.158571,8.0
guadalajara,31.270521,31.0
badajoz,14.308944,3.0
leon,71.02639,24.0
malaga,31.162657,6.0
segovia,58.073666,78.0
albacete,27.822111,22.0
gipuzkoa,45.94129,19.0
alicante,55.552376,29.0
burgos,27.562952,17.0
tarragona,0.36386085,49.0
cuenca,18.645666,30.0
valladolid,109.73211,26.0
toledo,18.130957,53.0
caceres,42.079735,23.0
araba/alava,41.87738,30.0
girona,0.35368162,88.0
zamora,556.31213,9.0
cordoba,16.17941,13.0
barcelona,12.480363,893.0
lleida,28.462276,24.0
castellon,26.608782,2.0
valencia,54.520073,58.0
granada,22.943245,64.0
salamanca,25.656593,18.0
almeria,4.049028,5.0
palencia,6.933974,13.0
sevilla,37.45472,26.0
