n,o,l
hautes_pyrenees,0.0038475022,0.0
paris,1.8128886,4.0
loire,0.05846649,0.0
landes,0.050888196,0.0
charente_maritime,0.022598274,5.0
ardeche,0.0,0.0
doubs,0.04314351,1.0
aube,0.1570043,2.0
essonne,1.3000097,10.0
meurthe_et_moselle,0.069456235,0.0
drome,0.20226543,0.0
dordogne,0.0481055,0.0
moselle,0.048069954,0.0
tarn,0.04885743,0.0
lot,0.04780759,0.0
hauts_de_seine,0.3164952,13.0
pas_de_calais,0.8474208,1.0
marne,0.003940046,0.0
puy_de_dome,0.5493127,0.0
mayenne,0.042673692,0.0
val_de_marne,1.0707079,11.0
pyrenees_atlantiques,0.045955516,17.0
bas_rhin,0.20570365,0.0
herault,1.8941469,9.0
bouches_du_rhone,4.1710896,14.0
alpes_maritimes,0.020669818,0.0
charente,0.047779612,0.0
eure,0.2840798,4.0
correze,0.0038119853,0.0
haute_savoie,0.2988112,0.0
seine_et_marne,0.69148487,7.0
rhone,0.0,0.0
ain,0.033421524,4.0
haute_garonne,0.69135064,11.0
jura,0.51904297,0.0
saone_et_loire,0.22986138,0.0
indre,0.114531934,3.0
pyrenees_orientales,0.0037803203,0.0
ardennes,0.024524257,0.0
haut_rhin,0.0038491488,2.0
haute_saone,0.14372082,1.0
meuse,0.0039038062,1.0
isere,0.04990075,0.0
territoire_de_belfort,0.048518196,2.0
cher,0.26622954,1.0
loir_et_cher,0.0,4.0
seine_maritime,0.0471074,6.0
val_d'oise,0.8432947,6.0
aisne,0.45303407,0.0
oise,2.4141295,6.0
cote_d'or,0.0,0.0
vosges,0.37381738,0.0
nord,1.261353,5.0
gironde,0.1459609,0.0
yonne,0.003907673,6.0
lot_et_garonne,0.06940557,1.0
yvelines,0.7211696,6.0
gers,0.38863337,1.0
savoie,0.048757248,0.0
loire_atlantique,0.047733206,0.0
alpes_de_haute_provence,0.01564829,2.0
haute_marne,0.047739543,0.0
eure_et_loir,0.31986943,17.0
seine_saint_denis,0.5570267,4.0
maine_et_loire,0.047778275,0.0
manche,0.052037954,0.0
calvados,0.020510837,0.0
somme,0.9065246,7.0
nievre,0.0038736835,3.0
vienne,0.06770602,0.0
cantal,0.050409406,1.0
tarn_et_garonne,0.0046231896,1.0
haute_loire,0.048172615,0.0
indre_et_loire,0.4430346,0.0
vaucluse,1.0258768,2.0
var,0.10318723,2.0
orne,0.05894798,0.0
haute_vienne,0.14301848,0.0
aude,0.0,1.0
loiret,0.15548345,0.0
gard,1.1751366,5.0
