n,o,l
avila,24.125206,34.0
cadiz,37.012726,20.0
ciudad_real,0.13487469,0.0
soria,34.995003,13.0
huelva,16.477812,4.0
bizkaia,245.12407,251.0
jaen,35.725975,17.0
guadalajara,0.13487741,0.0
badajoz,21.938364,19.0
leon,40.465645,29.0
malaga,65.10867,74.0
segovia,53.238632,97.0
albacete,0.1357165,0.0
gipuzkoa,33.578587,118.0
alicante,100.440834,41.0
burgos,30.360903,21.0
tarragona,48.854767,54.0
cuenca,0.13488798,0.0
valladolid,57.67108,157.0
toledo,65.645424,62.0
caceres,35.259846,29.0
araba/alava,0.13487396,0.0
girona,101.426865,0.0
zamora,902.707,1032.0
cordoba,48.006973,2.0
barcelona,15.3766775,14.0
lleida,43.706703,85.0
castellon,28.249754,7.0
valencia,123.43472,61.0
granada,54.399544,50.0
salamanca,62.8358,88.0
almeria,12.436629,7.0
palencia,23.05482,24.0
sevilla,64.342384,44.0
