n,o,l
hautes_pyrenees,0.88386,10.0
paris,152.33423,123.0
loire,0.89824927,1.0
landes,0.84041464,2.0
charente_maritime,0.32441205,10.0
ardeche,1.1506717,2.0
doubs,2.3165178,13.0
aube,4.693041,12.0
essonne,67.34563,59.0
meurthe_et_moselle,4.5266347,2.0
drome,2.095377,7.0
dordogne,1.3771963,1.0
moselle,9.726771,12.0
tarn,1.45038,1.0
lot,1.0401728,3.0
hauts_de_seine,89.13893,96.0
pas_de_calais,2.6440315,20.0
marne,10.498807,11.0
puy_de_dome,4.8397274,10.0
mayenne,1.0223761,0.0
val_de_marne,47.646828,87.0
pyrenees_atlantiques,10.625604,5.0
bas_rhin,4.750573,23.0
herault,45.995686,47.0
bouches_du_rhone,98.5464,153.0
alpes_maritimes,2.713406,7.0
charente,0.90976167,3.0
eure,4.5880523,20.0
correze,0.9418505,2.0
haute_savoie,13.283526,15.0
seine_et_marne,30.271482,57.0
rhone,3.518762,36.0
ain,3.7958622,2.0
haute_garonne,6.874503,12.0
jura,0.63382506,12.0
saone_et_loire,2.3843465,26.0
indre,7.3609953,21.0
pyrenees_orientales,1.1213804,1.0
ardennes,1.286007,1.0
haut_rhin,22.36714,34.0
haute_saone,12.14001,10.0
meuse,0.0,0.0
isere,2.4174404,4.0
territoire_de_belfort,0.82222664,5.0
cher,10.310483,6.0
loir_et_cher,0.64112616,0.0
seine_maritime,6.0906305,26.0
val_d'oise,72.5564,47.0
aisne,1.394055,33.0
oise,17.96416,44.0
cote_d'or,1.1714708,7.0
vosges,8.595422,31.0
nord,6.924014,13.0
gironde,11.929414,18.0
yonne,0.78119457,0.0
lot_et_garonne,0.5297427,0.0
yvelines,34.3634,31.0
gers,2.5998287,3.0
savoie,0.89334726,4.0
loire_atlantique,2.3810964,2.0
alpes_de_haute_provence,0.8575124,3.0
haute_marne,0.85414785,0.0
eure_et_loir,11.015269,46.0
seine_saint_denis,88.1768,96.0
maine_et_loire,0.5692388,1.0
manche,1.6203133,6.0
calvados,3.2127523,6.0
somme,10.466256,23.0
nievre,2.494688,3.0
vienne,0.5036798,1.0
cantal,0.18509178,0.0
tarn_et_garonne,1.9846009,2.0
haute_loire,0.8198211,1.0
indre_et_loire,3.236588,5.0
vaucluse,5.551084,26.0
var,11.303045,6.0
orne,2.3257198,4.0
haute_vienne,1.1663038,1.0
aude,4.1824236,2.0
loiret,10.906418,18.0
gard,3.9061656,5.0
