n,o,l
E06000013,8.597761,7.0
E06000054,13.39928,17.0
E08000027,19.990828,16.0
E10000024,26.956032,27.0
E06000042,16.0167,15.0
E09000023,22.402643,28.0
E08000010,31.909883,25.0
E09000020,11.55101,7.0
E06000051,10.054623,17.0
E10000014,76.75842,79.0
E06000057,6.8630776,5.0
E06000005,31.078936,31.0
E06000055,15.136108,16.0
E08000008,14.997115,20.0
E08000019,52.89711,71.0
E08000005,20.92595,20.0
E08000021,28.306213,20.0
E08000033,7.7833805,6.0
E09000016,23.1155,17.0
E08000031,29.237223,31.0
E09000006,10.8453045,11.0
E06000045,5.471972,8.0
E06000034,20.885862,13.0
E10000003,14.776695,21.0
E06000052,19.374804,19.0
E08000034,9.068328,5.0
E09000027,20.643278,9.0
E06000016,14.330082,8.0
E06000006,46.825317,34.0
E08000024,56.755505,52.0
E10000006,17.695576,9.0
E08000013,16.194565,9.0
E09000018,13.576831,15.0
E06000021,16.989065,19.0
E06000002,13.701473,15.0
E09000009,32.659805,33.0
E06000009,32.135136,18.0
E10000021,16.570879,14.0
E10000027,24.912212,21.0
E10000002,25.036093,13.0
E10000018,4.5483704,0.0
E09000001,6.18262,15.0
E10000007,29.125387,29.0
E08000026,17.51917,18.0
E10000015,69.1366,57.0
E08000023,17.183544,16.0
E06000049,29.161436,31.0
E08000003,49.833706,40.0
E08000025,57.554356,45.0
E09000029,21.695839,54.0
E09000017,20.03945,17.0
E09000002,11.777945,17.0
E10000032,35.561714,31.0
E10000020,18.756525,14.0
E08000022,47.906597,53.0
E08000004,36.645657,16.0
E08000007,31.12021,38.0
E06000056,16.436617,9.0
E06000033,0.0,10.0
E10000030,77.885,95.0
E06000040,7.589126,2.0
E10000008,18.47539,24.0
E09000021,28.18976,32.0
E08000014,12.097615,11.0
E06000014,7.4351225,12.0
E10000016,98.559616,116.0
E06000008,11.4627075,11.0
E10000023,25.807955,26.0
E10000017,91.854324,83.0
E09000015,22.91911,23.0
E08000011,19.732128,16.0
E06000041,8.854407,17.0
E08000035,42.413235,28.0
E06000035,23.490416,11.0
E10000011,17.282183,13.0
E06000012,5.7562857,4.0
E06000047,62.51843,45.0
E06000007,26.066608,16.0
E10000029,29.341099,18.0
E06000030,14.621689,15.0
E06000038,10.836533,27.0
E08000009,20.8915,11.0
E06000011,15.315452,17.0
E08000015,38.53992,35.0
E06000043,11.119533,9.0
E10000025,48.651676,52.0
E06000018,16.092587,13.0
E10000013,43.602364,40.0
E08000037,33.323414,20.0
E08000002,23.824339,21.0
E06000026,6.409995,12.0
E06000017,5.0495605,1.0
E06000027,2.8357425,3.0
E06000022,11.234863,6.0
E10000031,32.408447,27.0
E06000024,6.662402,5.0
E06000046,5.1117907,1.0
E09000026,21.312538,19.0
E06000050,24.201149,15.0
E06000059,10.420642,4.0
E06000031,3.117011,7.0
E10000019,27.10894,22.0
E06000044,11.373821,4.0
E09000008,34.05961,26.0
E08000030,20.401947,22.0
E10000012,73.364006,81.0
E09000022,38.946533,16.0
E06000003,13.022921,14.0
E06000004,11.32361,9.0
E08000018,15.471775,35.0
E08000036,16.84795,15.0
E09000003,31.084558,22.0
E08000016,22.70525,32.0
E09000004,19.566431,10.0
E08000001,31.475613,35.0
E08000012,47.881096,36.0
E06000032,23.503841,15.0
E09000005,31.599527,25.0
E10000034,35.35923,25.0
E06000001,6.7761455,4.0
E08000032,25.541513,13.0
E06000015,11.324809,4.0
E06000037,9.953991,12.0
E09000010,26.038095,14.0
E06000039,13.171791,14.0
E08000017,3.4354649,10.0
E10000028,44.2652,40.0
E06000020,5.6081004,3.0
E06000036,19.508429,28.0
