n,o,l
avila,47.23898,34.0
cadiz,54.675426,14.0
ciudad_real,0.10190166,0.0
soria,76.754135,26.0
huelva,22.961609,8.0
bizkaia,294.54297,259.0
jaen,70.155716,42.0
guadalajara,0.10190166,0.0
badajoz,51.25818,61.0
leon,104.92287,58.0
malaga,129.1356,16.0
segovia,70.77554,101.0
albacete,0.10195354,0.0
gipuzkoa,104.6866,71.0
alicante,273.71085,112.0
burgos,68.66423,46.0
tarragona,80.987175,0.0
cuenca,0.10190166,0.0
valladolid,103.57328,139.0
toledo,169.29807,82.0
caceres,116.52858,152.0
araba/alava,0.10190166,0.0
girona,78.246475,0.0
zamora,1531.5502,895.0
cordoba,25.03001,20.0
barcelona,72.6966,38.0
lleida,77.87097,53.0
castellon,69.68583,76.0
valencia,160.25807,179.0
granada,92.40979,39.0
salamanca,133.24225,95.0
almeria,25.773552,3.0
palencia,43.37769,47.0
sevilla,122.88883,60.0
