n,o,l
avila,38.56963,48.0
cadiz,64.51975,50.0
ciudad_real,0.11755765,0.0
soria,45.836792,17.0
huelva,18.084736,5.0
bizkaia,264.41238,265.0
jaen,70.49819,40.0
guadalajara,0.11755765,0.0
badajoz,50.70552,17.0
leon,89.26962,79.0
malaga,97.4953,63.0
segovia,75.44666,85.0
albacete,0.12120424,0.0
gipuzkoa,89.22499,76.0
alicante,205.48944,114.0
burgos,53.510693,24.0
tarragona,68.68364,42.0
cuenca,0.117565446,0.0
valladolid,80.24427,62.0
toledo,140.37917,100.0
caceres,84.07393,69.0
araba/alava,0.117557645,0.0
girona,90.09102,158.0
zamora,1540.4686,900.0
cordoba,19.360231,82.0
barcelona,63.126915,27.0
lleida,78.75384,28.0
castellon,52.801617,47.0
valencia,174.75494,116.0
granada,100.02528,98.0
salamanca,109.74678,90.0
almeria,22.68005,27.0
palencia,38.543144,25.0
sevilla,103.29186,67.0
