n,o,l
avila,32.818592,35.0
cadiz,48.887375,11.0
ciudad_real,0.12922652,175.0
soria,36.436382,23.0
huelva,16.443521,6.0
bizkaia,297.15872,152.0
jaen,44.550953,8.0
guadalajara,0.12922788,57.0
badajoz,24.941921,5.0
leon,54.713924,104.0
malaga,79.50436,23.0
segovia,69.95012,68.0
albacete,0.12922585,56.0
gipuzkoa,51.539104,35.0
alicante,126.13624,79.0
burgos,34.35922,25.0
tarragona,53.291256,0.0
cuenca,0.1292311,36.0
valladolid,68.54608,135.0
toledo,86.80317,21.0
caceres,0.12922788,21.0
araba/alava,48.393673,32.0
girona,129.61043,0.0
zamora,1065.6033,638.0
cordoba,60.17484,40.0
barcelona,20.111456,21.0
lleida,49.028763,38.0
castellon,37.00887,27.0
valencia,144.58023,113.0
granada,74.21287,32.0
salamanca,81.520874,64.0
almeria,17.511137,1.0
palencia,27.269094,16.0
sevilla,78.09878,17.0
