n,o,l
avila,25.926172,24.0
cadiz,16.427584,7.0
ciudad_real,37.97503,88.0
soria,30.977175,6.0
huelva,5.5817666,12.0
bizkaia,156.54106,35.0
jaen,30.248375,12.0
guadalajara,6.12892,55.0
badajoz,28.83462,13.0
leon,36.24771,94.0
malaga,34.308273,15.0
segovia,82.37096,43.0
albacete,13.503811,23.0
gipuzkoa,69.395775,14.0
alicante,76.1229,40.0
burgos,32.083374,27.0
tarragona,15.214962,13.0
cuenca,2.8756878,33.0
valladolid,141.2278,31.0
toledo,33.69762,10.0
caceres,61.333923,77.0
araba/alava,10.557376,38.0
girona,3.2728317,0.0
zamora,755.16895,501.0
cordoba,10.385395,10.0
barcelona,16.084257,3.0
lleida,42.256607,12.0
castellon,37.913116,10.0
valencia,120.12775,83.0
granada,41.85489,55.0
salamanca,66.16696,70.0
almeria,5.3122077,3.0
palencia,17.86557,30.0
sevilla,50.54712,16.0
