n,o,l
hautes_pyrenees,10.64364,7.0
paris,39.91147,42.0
loire,0.08923229,0.0
landes,0.0,0.0
charente_maritime,11.742298,2.0
ardeche,2.0422413,4.0
doubs,4.2070956,2.0
aube,6.277827,9.0
essonne,37.28471,83.0
meurthe_et_moselle,3.253736,0.0
drome,0.7881544,0.0
dordogne,0.0,0.0
moselle,26.342403,5.0
tarn,0.3348833,1.0
lot,0.0,0.0
hauts_de_seine,31.930265,22.0
pas_de_calais,9.947581,25.0
marne,14.9207945,7.0
puy_de_dome,4.3764606,4.0
mayenne,0.0,0.0
val_de_marne,20.111183,17.0
pyrenees_atlantiques,13.19912,1.0
bas_rhin,4.395219,4.0
herault,13.490716,8.0
bouches_du_rhone,39.142452,55.0
alpes_maritimes,3.3005493,1.0
charente,0.0,0.0
eure,11.979774,19.0
correze,0.0,1.0
haute_savoie,9.05474,8.0
seine_et_marne,25.760513,31.0
rhone,3.8509545,5.0
ain,27.57911,14.0
haute_garonne,0.16764379,13.0
jura,0.46290037,13.0
saone_et_loire,5.7641177,8.0
indre,5.119054,6.0
pyrenees_orientales,0.0,1.0
ardennes,0.44151935,4.0
haut_rhin,18.517437,3.0
haute_saone,7.6903543,4.0
meuse,1.6114845,7.0
isere,0.0,0.0
territoire_de_belfort,0.0,2.0
cher,5.038156,9.0
loir_et_cher,0.0,0.0
seine_maritime,6.449893,10.0
val_d'oise,22.179306,24.0
aisne,4.339466,12.0
oise,11.298579,19.0
cote_d'or,0.5209877,1.0
vosges,3.1965606,0.0
nord,6.392522,7.0
gironde,3.7879946,1.0
yonne,0.0,3.0
lot_et_garonne,0.105587535,0.0
yvelines,16.354248,11.0
gers,1.1981732,7.0
savoie,0.0,3.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.3659352,0.0
haute_marne,0.27386302,2.0
eure_et_loir,3.942965,11.0
seine_saint_denis,28.570377,56.0
maine_et_loire,0.0,1.0
manche,4.7848206,0.0
calvados,2.2822442,1.0
somme,6.757802,18.0
nievre,2.811985,3.0
vienne,0.0,0.0
cantal,0.14266238,1.0
tarn_et_garonne,0.09053415,0.0
haute_loire,0.012849264,0.0
indre_et_loire,0.0,0.0
vaucluse,1.1666912,4.0
var,5.92679,2.0
orne,0.20492396,1.0
haute_vienne,0.039686926,1.0
aude,0.0,3.0
loiret,0.0,0.0
gard,2.2684088,8.0
