n,o,l
avila,73.16514,30.0
cadiz,76.35817,42.0
ciudad_real,9.940939,0.0
soria,72.05365,66.0
huelva,43.152687,37.0
bizkaia,277.74292,200.0
jaen,82.7327,53.0
guadalajara,9.942156,0.0
badajoz,76.90731,20.0
leon,111.02264,59.0
malaga,116.10617,75.0
segovia,90.38612,80.0
albacete,14.323644,0.0
gipuzkoa,123.01006,0.0
alicante,142.53294,125.0
burgos,81.13939,45.0
tarragona,89.213776,79.0
cuenca,9.946162,0.0
valladolid,115.34282,102.0
toledo,165.75044,92.0
caceres,173.74078,36.0
araba/alava,9.942157,0.0
girona,95.90558,150.0
zamora,1246.0023,1220.0
cordoba,40.033833,18.0
barcelona,56.419895,110.0
lleida,89.73308,60.0
castellon,82.2319,43.0
valencia,119.17907,148.0
granada,96.5983,87.0
salamanca,141.31021,76.0
almeria,47.347702,18.0
palencia,63.039257,44.0
sevilla,128.48618,73.0
