n,o,l
avila,57.63918,14.0
cadiz,68.97074,43.0
ciudad_real,0.2043708,121.0
soria,80.64507,40.0
huelva,46.870174,7.0
bizkaia,424.15536,154.0
jaen,73.22086,12.0
guadalajara,0.20436896,61.0
badajoz,55.099873,15.0
leon,86.76222,186.0
malaga,127.748314,81.0
segovia,89.06027,81.0
albacete,0.26657626,37.0
gipuzkoa,80.86205,75.0
alicante,210.95589,111.0
burgos,67.2417,25.0
tarragona,90.0949,0.0
cuenca,0.204364,10.0
valladolid,104.84629,180.0
toledo,116.08057,46.0
caceres,74.6119,63.0
araba/alava,0.20437093,20.0
girona,133.2679,0.0
zamora,1144.9105,5.0
cordoba,80.146095,21.0
barcelona,45.337658,1002.0
lleida,71.591255,48.0
castellon,64.587456,17.0
valencia,201.4246,25.0
granada,87.958664,47.0
salamanca,114.41814,12.0
almeria,43.31881,2.0
palencia,57.58038,9.0
sevilla,112.62834,76.0
