n,o,l
hautes_pyrenees,2.6376107,40.0
paris,124.98977,79.0
loire,0.0,1.0
landes,0.0,0.0
charente_maritime,0.850053,42.0
ardeche,0.87358654,7.0
doubs,6.9557586,12.0
aube,15.000721,20.0
essonne,94.76782,61.0
meurthe_et_moselle,5.299234,7.0
drome,0.66418016,7.0
dordogne,0.0,0.0
moselle,30.485966,52.0
tarn,0.09858444,4.0
lot,0.0,0.0
hauts_de_seine,89.16951,93.0
pas_de_calais,22.772438,28.0
marne,9.67912,8.0
puy_de_dome,5.186419,10.0
mayenne,0.0,0.0
val_de_marne,73.5016,56.0
pyrenees_atlantiques,12.400439,37.0
bas_rhin,1.5659689,0.0
herault,24.014297,16.0
bouches_du_rhone,118.10955,127.0
alpes_maritimes,9.086372,1.0
charente,0.0,0.0
eure,37.07134,36.0
correze,0.0,0.0
haute_savoie,22.740017,30.0
seine_et_marne,79.80217,72.0
rhone,14.480041,11.0
ain,11.465076,19.0
haute_garonne,4.9139814,2.0
jura,11.536667,1.0
saone_et_loire,10.343013,13.0
indre,8.823588,15.0
pyrenees_orientales,0.0,0.0
ardennes,1.1950077,5.0
haut_rhin,29.83789,67.0
haute_saone,4.5370035,23.0
meuse,0.5149316,3.0
isere,2.9463603,3.0
territoire_de_belfort,2.6505728,2.0
cher,12.242303,17.0
loir_et_cher,0.0,0.0
seine_maritime,15.3966,9.0
val_d'oise,40.194263,41.0
aisne,22.443993,14.0
oise,45.585297,32.0
cote_d'or,0.11552429,5.0
vosges,15.963733,12.0
nord,18.189137,20.0
gironde,7.836662,14.0
yonne,0.0,3.0
lot_et_garonne,0.0,2.0
yvelines,39.215042,41.0
gers,0.9669468,6.0
savoie,0.07011542,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,4.0
haute_marne,0.0,3.0
eure_et_loir,53.401325,9.0
seine_saint_denis,82.68978,79.0
maine_et_loire,0.0,0.0
manche,1.8957632,16.0
calvados,1.1188881,4.0
somme,14.776655,18.0
nievre,6.5451117,12.0
vienne,0.0,1.0
cantal,0.0,0.0
tarn_et_garonne,2.4827557,3.0
haute_loire,0.0,1.0
indre_et_loire,1.0127144,1.0
vaucluse,15.537934,17.0
var,10.55241,5.0
orne,0.09616925,5.0
haute_vienne,0.28839678,2.0
aude,8.980832,4.0
loiret,14.073978,0.0
gard,12.785143,10.0
