n,o,l
E06000013,4.3318815,0.0
E06000054,17.360014,18.0
E08000027,23.204987,20.0
E10000024,27.714817,20.0
E06000042,15.44401,21.0
E09000023,39.392746,28.0
E08000010,12.815368,22.0
E09000020,20.960943,6.0
E06000051,15.083231,7.0
E10000014,65.41494,74.0
E06000057,4.634333,23.0
E06000005,13.529279,2.0
E06000055,18.701342,5.0
E08000008,9.379667,14.0
E08000019,55.469826,66.0
E08000005,14.828576,11.0
E08000021,24.66192,25.0
E08000033,6.854999,3.0
E09000016,17.011824,20.0
E08000031,39.899754,26.0
E09000006,14.039667,12.0
E06000045,15.054818,9.0
E06000034,21.350183,26.0
E10000003,14.612593,11.0
E06000052,12.818622,12.0
E08000034,23.618143,7.0
E09000027,15.252755,20.0
E06000016,7.2736297,15.0
E06000006,12.995196,49.0
E08000024,52.66499,79.0
E10000006,14.647319,19.0
E08000013,25.905005,19.0
E09000018,6.8170323,7.0
E06000021,9.116816,21.0
E06000002,3.9031312,3.0
E09000009,41.223125,14.0
E06000009,28.58349,34.0
E10000021,9.097203,9.0
E10000027,20.749865,12.0
E10000002,24.775572,31.0
E10000018,3.5363152,0.0
E09000001,5.037887,4.0
E10000007,35.76994,8.0
E08000026,19.204744,10.0
E10000015,62.11877,62.0
E08000023,7.7912974,15.0
E06000049,14.297095,27.0
E08000003,20.755087,36.0
E08000025,84.12661,70.0
E09000029,26.468077,10.0
E09000017,27.005194,16.0
E09000002,16.34345,16.0
E10000032,24.573364,27.0
E10000020,13.126762,20.0
E08000022,23.022757,35.0
E08000004,15.454293,13.0
E08000007,13.6121435,26.0
E06000056,15.049286,16.0
E06000033,10.767262,8.0
E10000030,66.80147,66.0
E06000040,8.833132,4.0
E10000008,17.000645,20.0
E09000021,18.698442,27.0
E08000014,16.957445,9.0
E06000014,4.3006215,4.0
E10000016,66.83248,72.0
E06000008,6.3987546,8.0
E10000023,18.546179,22.0
E10000017,55.234386,94.0
E09000015,37.144047,26.0
E08000011,8.933823,15.0
E06000041,16.287228,8.0
E08000035,24.939642,36.0
E06000035,14.113316,19.0
E10000011,14.921363,12.0
E06000012,5.2437015,2.0
E06000047,17.604548,26.0
E06000007,11.299501,23.0
E10000029,20.853662,31.0
E06000030,6.8258905,10.0
E06000038,8.165977,8.0
E08000009,14.380578,19.0
E06000011,4.687675,10.0
E08000015,15.398776,43.0
E06000043,12.193879,11.0
E10000025,29.892527,49.0
E06000018,14.8170805,11.0
E10000013,21.328512,31.0
E08000037,8.237018,20.0
E08000002,18.582903,17.0
E06000026,6.4571137,1.0
E06000017,3.6174037,1.0
E06000027,6.525349,3.0
E06000022,7.0850587,5.0
E10000031,27.727076,24.0
E06000024,3.9353921,4.0
E06000046,3.441027,2.0
E09000026,25.06363,22.0
E06000050,19.714937,31.0
E06000059,10.23973,6.0
E06000031,7.0482025,6.0
E10000019,18.592447,21.0
E06000044,10.462325,10.0
E09000008,51.914303,36.0
E08000030,25.658144,17.0
E10000012,76.60047,54.0
E09000022,46.393833,17.0
E06000003,12.886105,8.0
E06000004,8.911603,12.0
E08000018,16.21728,9.0
E08000036,14.384329,21.0
E09000003,57.224194,40.0
E08000016,21.006235,2.0
E09000004,23.771841,17.0
E08000001,9.186934,15.0
E08000012,33.25265,46.0
E06000032,15.544599,27.0
E09000005,57.62196,37.0
E10000034,26.056314,24.0
E06000001,2.7914214,3.0
E08000032,16.840733,28.0
E06000015,14.30836,2.0
E06000037,8.9178705,6.0
E09000010,25.67581,12.0
E06000039,15.209322,5.0
E08000017,12.814029,0.0
E10000028,41.304317,32.0
E06000020,8.864737,9.0
E06000036,23.435432,10.0
