n,o,l
hautes_pyrenees,1.6916207,1.0
paris,153.38118,18.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,1.9956428,0.0
ardeche,0.13364008,0.0
doubs,4.2426476,0.0
aube,10.885396,0.0
essonne,64.1981,3.0
meurthe_et_moselle,6.5173335,0.0
drome,0.9063401,0.0
dordogne,0.0,0.0
moselle,27.293148,0.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,118.11945,30.0
pas_de_calais,9.169744,0.0
marne,13.799619,0.0
puy_de_dome,5.171459,0.0
mayenne,0.0,0.0
val_de_marne,71.640236,18.0
pyrenees_atlantiques,22.169235,0.0
bas_rhin,4.039664,0.0
herault,46.561043,4.0
bouches_du_rhone,132.92043,4.0
alpes_maritimes,14.381244,0.0
charente,0.0,0.0
eure,7.295154,1.0
correze,0.0,0.0
haute_savoie,21.191643,0.0
seine_et_marne,54.30069,3.0
rhone,5.166082,0.0
ain,2.4780064,0.0
haute_garonne,9.121002,0.0
jura,0.07734797,0.0
saone_et_loire,4.6351714,0.0
indre,10.360459,0.0
pyrenees_orientales,0.0,0.0
ardennes,0.1397934,0.0
haut_rhin,62.254463,1.0
haute_saone,2.9563386,0.0
meuse,0.0,0.0
isere,0.75135636,0.0
territoire_de_belfort,1.7361325,0.0
cher,10.42599,0.0
loir_et_cher,0.0,0.0
seine_maritime,11.163644,1.0
val_d'oise,65.30518,9.0
aisne,17.977877,0.0
oise,52.966408,3.0
cote_d'or,1.5163864,0.0
vosges,20.105566,1.0
nord,6.6875644,0.0
gironde,16.523264,0.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,42.690308,2.0
gers,0.8313364,0.0
savoie,0.0,0.0
loire_atlantique,0.21217969,0.0
alpes_de_haute_provence,0.14974773,0.0
haute_marne,0.0,0.0
eure_et_loir,18.312517,0.0
seine_saint_denis,103.85264,17.0
maine_et_loire,0.0,0.0
manche,1.4694556,0.0
calvados,2.7124426,0.0
somme,11.800223,3.0
nievre,1.9933847,0.0
vienne,0.0,0.0
cantal,0.0,0.0
tarn_et_garonne,0.0,0.0
haute_loire,0.0,0.0
indre_et_loire,1.7787923,0.0
vaucluse,13.85989,0.0
var,8.175542,0.0
orne,0.0,0.0
haute_vienne,0.0,1.0
aude,5.416103,0.0
loiret,16.816479,0.0
gard,9.731794,0.0
