n,o,l
avila,38.894924,35.0
cadiz,78.53663,11.0
ciudad_real,1.1419245,175.0
soria,48.084274,23.0
huelva,19.959932,6.0
bizkaia,292.38214,152.0
jaen,75.530174,8.0
guadalajara,1.1419245,57.0
badajoz,54.80517,5.0
leon,90.75594,104.0
malaga,103.48245,23.0
segovia,82.56437,68.0
albacete,1.1165625,56.0
gipuzkoa,98.152504,35.0
alicante,212.41216,79.0
burgos,59.12562,25.0
tarragona,69.3785,0.0
cuenca,1.141851,36.0
valladolid,84.46737,135.0
toledo,158.24158,21.0
caceres,79.69727,21.0
araba/alava,1.1419246,32.0
girona,125.462494,0.0
zamora,1686.1716,638.0
cordoba,15.795333,40.0
barcelona,63.51577,21.0
lleida,88.86286,38.0
castellon,53.48271,27.0
valencia,187.47792,113.0
granada,110.10809,32.0
salamanca,112.41662,64.0
almeria,22.79402,1.0
palencia,40.453903,16.0
sevilla,108.976906,17.0
