n,o,l
hautes_pyrenees,2.0655267,0.0
paris,123.04428,4.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,1.0240284,0.0
ardeche,0.33686718,0.0
doubs,5.43611,0.0
aube,14.205498,0.0
essonne,93.59834,1.0
meurthe_et_moselle,6.1235104,0.0
drome,0.53285515,0.0
dordogne,0.0,0.0
moselle,28.264551,0.0
tarn,0.51687086,0.0
lot,0.0,0.0
hauts_de_seine,80.25882,1.0
pas_de_calais,19.79148,1.0
marne,8.412029,0.0
puy_de_dome,4.399872,0.0
mayenne,0.0,0.0
val_de_marne,68.637344,0.0
pyrenees_atlantiques,8.590027,0.0
bas_rhin,0.9355885,0.0
herault,20.710182,3.0
bouches_du_rhone,106.80303,0.0
alpes_maritimes,9.495316,0.0
charente,0.0,0.0
eure,28.74044,2.0
correze,0.0,1.0
haute_savoie,20.705608,0.0
seine_et_marne,77.207115,4.0
rhone,10.973131,0.0
ain,6.8705735,0.0
haute_garonne,5.083362,0.0
jura,15.013469,0.0
saone_et_loire,9.731397,2.0
indre,8.50673,0.0
pyrenees_orientales,0.0,0.0
ardennes,1.0272108,0.0
haut_rhin,23.141066,0.0
haute_saone,4.051936,0.0
meuse,0.4838757,0.0
isere,2.713349,0.0
territoire_de_belfort,1.5466366,0.0
cher,8.719978,1.0
loir_et_cher,0.0,0.0
seine_maritime,15.650969,0.0
val_d'oise,34.555283,6.0
aisne,17.072445,0.0
oise,41.68361,1.0
cote_d'or,0.2532591,0.0
vosges,12.082062,0.0
nord,15.050133,0.0
gironde,7.053657,0.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,35.787247,0.0
gers,0.91451675,0.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,53.914055,0.0
seine_saint_denis,80.50943,5.0
maine_et_loire,0.0,0.0
manche,1.954767,0.0
calvados,0.781025,0.0
somme,12.258572,0.0
nievre,8.279329,0.0
vienne,0.0,0.0
cantal,0.0,0.0
tarn_et_garonne,3.3030376,0.0
haute_loire,0.0,0.0
indre_et_loire,0.41801724,0.0
vaucluse,11.9652195,0.0
var,12.456183,0.0
orne,0.039469942,0.0
haute_vienne,0.078767635,0.0
aude,6.115683,0.0
loiret,11.374014,0.0
gard,14.101528,0.0
