n,o,l
hautes_pyrenees,3.2956274,1.0
paris,151.32866,18.0
loire,0.26652074,0.0
landes,0.2591197,0.0
charente_maritime,2.9329257,0.0
ardeche,0.16086723,0.0
doubs,5.170603,0.0
aube,12.594697,0.0
essonne,69.46449,3.0
meurthe_et_moselle,6.651385,0.0
drome,2.818963,0.0
dordogne,0.41467983,0.0
moselle,32.250362,0.0
tarn,0.3444846,0.0
lot,0.28857654,0.0
hauts_de_seine,116.46415,30.0
pas_de_calais,12.310883,0.0
marne,16.146091,0.0
puy_de_dome,7.2731137,0.0
mayenne,0.0,0.0
val_de_marne,75.71636,18.0
pyrenees_atlantiques,22.328232,0.0
bas_rhin,4.8216643,0.0
herault,45.629177,4.0
bouches_du_rhone,113.389275,4.0
alpes_maritimes,12.645381,0.0
charente,0.14888199,0.0
eure,12.709512,1.0
correze,0.119751334,0.0
haute_savoie,22.45324,0.0
seine_et_marne,57.789333,3.0
rhone,7.847675,0.0
ain,4.211089,0.0
haute_garonne,7.689279,0.0
jura,1.40121,0.0
saone_et_loire,6.1763844,0.0
indre,12.064437,0.0
pyrenees_orientales,0.26859975,0.0
ardennes,1.2086506,0.0
haut_rhin,62.238712,1.0
haute_saone,5.139672,0.0
meuse,1.6207829,0.0
isere,1.3337953,0.0
territoire_de_belfort,3.3478086,0.0
cher,10.863713,0.0
loir_et_cher,0.30644494,0.0
seine_maritime,14.248771,1.0
val_d'oise,62.53584,9.0
aisne,20.84692,0.0
oise,57.919582,3.0
cote_d'or,3.556059,0.0
vosges,20.913033,1.0
nord,13.16711,0.0
gironde,17.271524,0.0
yonne,0.57243896,0.0
lot_et_garonne,0.17947006,0.0
yvelines,41.734287,2.0
gers,1.6902329,0.0
savoie,0.22586803,0.0
loire_atlantique,1.0121707,0.0
alpes_de_haute_provence,0.67827445,0.0
haute_marne,0.30012858,0.0
eure_et_loir,20.560387,0.0
seine_saint_denis,106.17144,17.0
maine_et_loire,0.09282414,0.0
manche,1.0288538,0.0
calvados,4.058349,0.0
somme,15.516405,3.0
nievre,3.644555,0.0
vienne,0.2684769,0.0
cantal,0.046906933,0.0
tarn_et_garonne,0.44373906,0.0
haute_loire,0.24920152,0.0
indre_et_loire,1.7485014,0.0
vaucluse,16.051943,0.0
var,7.232452,0.0
orne,0.4603455,0.0
haute_vienne,0.24467574,1.0
aude,5.501822,0.0
loiret,17.919266,0.0
gard,11.755368,0.0
