n,o,l
E06000013,8.881708,3.0
E06000054,15.02251,5.0
E08000027,24.362362,27.0
E10000024,37.175404,18.0
E06000042,18.876234,17.0
E09000023,39.125748,8.0
E08000010,29.661757,24.0
E09000020,17.440083,10.0
E06000051,15.566113,6.0
E10000014,103.89847,83.0
E06000057,15.886585,4.0
E06000005,33.028458,24.0
E06000055,18.09586,17.0
E08000008,22.269129,10.0
E08000019,59.278683,57.0
E08000005,27.696974,18.0
E08000021,38.22696,29.0
E08000033,11.115461,12.0
E09000016,32.12137,26.0
E08000031,23.728285,23.0
E09000006,40.779736,9.0
E06000045,15.935032,4.0
E06000034,14.659248,24.0
E10000003,27.363071,12.0
E06000052,19.65725,12.0
E08000034,25.897612,8.0
E09000027,13.467417,20.0
E06000016,26.455679,12.0
E06000006,19.217558,37.0
E08000024,56.970566,34.0
E10000006,81.01213,12.0
E08000013,29.930223,16.0
E09000018,25.229673,24.0
E06000021,13.514685,17.0
E06000002,21.992891,17.0
E09000009,12.285283,45.0
E06000009,37.461376,27.0
E10000021,43.961643,16.0
E10000027,15.982527,26.0
E10000002,32.267075,27.0
E10000018,27.679432,0.0
E09000001,1.9035816,4.0
E10000007,36.829754,26.0
E08000026,22.283964,15.0
E10000015,88.282555,76.0
E08000023,22.002195,18.0
E06000049,31.134336,29.0
E08000003,55.380127,37.0
E08000025,90.34996,64.0
E09000029,26.191048,14.0
E09000017,27.774944,20.0
E09000002,19.3184,10.0
E10000032,50.26068,26.0
E10000020,52.335495,8.0
E08000022,25.74183,48.0
E08000004,33.37407,48.0
E08000007,36.3069,32.0
E06000056,20.761587,18.0
E06000033,17.32218,10.0
E10000030,92.868416,82.0
E06000040,6.455556,2.0
E10000008,24.564356,28.0
E09000021,41.366516,14.0
E08000014,19.71932,10.0
E06000014,11.746446,6.0
E10000016,113.91633,125.0
E06000008,14.450071,12.0
E10000023,34.13134,24.0
E10000017,115.374825,73.0
E09000015,30.955765,27.0
E08000011,24.554777,12.0
E06000041,12.359847,16.0
E08000035,50.081226,47.0
E06000035,29.614767,23.0
E10000011,22.824396,18.0
E06000012,0.26448366,4.0
E06000047,58.01002,56.0
E06000007,32.18139,28.0
E10000029,35.148376,33.0
E06000030,15.451744,14.0
E06000038,13.803667,14.0
E08000009,27.509027,23.0
E06000011,20.657793,22.0
E08000015,53.04329,30.0
E06000043,17.68817,11.0
E10000025,64.6452,70.0
E06000018,21.73822,13.0
E10000013,50.319244,63.0
E08000037,39.708622,33.0
E08000002,25.724855,20.0
E06000026,0.902011,13.0
E06000017,1.5896962,1.0
E06000027,3.131698,5.0
E06000022,7.6255894,16.0
E10000031,41.123474,30.0
E06000024,6.191216,4.0
E06000046,3.1185706,5.0
E09000026,34.72445,10.0
E06000050,36.079357,25.0
E06000059,14.859626,12.0
E06000031,8.137171,4.0
E10000019,30.569666,29.0
E06000044,12.127518,9.0
E09000008,54.369587,25.0
E08000030,33.08136,21.0
E10000012,99.33771,57.0
E09000022,40.422607,16.0
E06000003,8.895191,9.0
E06000004,15.808805,6.0
E08000018,19.048117,22.0
E08000036,27.175215,14.0
E09000003,49.545242,21.0
E08000016,17.275023,25.0
E09000004,29.27554,14.0
E08000001,36.070694,29.0
E08000012,67.916306,34.0
E06000032,31.312735,22.0
E09000005,47.711105,39.0
E10000034,40.128708,31.0
E06000001,8.695234,4.0
E08000032,35.233612,18.0
E06000015,6.053143,12.0
E06000037,10.581012,13.0
E09000010,32.180687,24.0
E06000039,14.260215,14.0
E08000017,1.9573977,4.0
E10000028,53.103745,60.0
E06000020,9.19655,7.0
E06000036,10.748663,25.0
