n,o,l
avila,18.937757,42.0
cadiz,20.558363,9.0
ciudad_real,95.96314,178.0
soria,29.325241,33.0
huelva,4.2836857,7.0
bizkaia,131.13524,197.0
jaen,15.184458,22.0
guadalajara,29.159208,51.0
badajoz,18.757086,17.0
leon,72.46528,67.0
malaga,34.68932,170.0
segovia,68.502686,35.0
albacete,26.389185,98.0
gipuzkoa,53.16428,57.0
alicante,63.234604,48.0
burgos,31.443834,32.0
tarragona,0.14432897,23.0
cuenca,17.636885,70.0
valladolid,127.15951,55.0
toledo,23.208786,99.0
caceres,51.667904,38.0
araba/alava,39.85335,98.0
girona,0.1434823,182.0
zamora,671.3137,19.0
cordoba,18.492702,5.0
barcelona,13.828942,705.0
lleida,35.332947,29.0
castellon,31.922335,23.0
valencia,75.39037,100.0
granada,28.075584,54.0
salamanca,33.65301,49.0
almeria,4.3158593,5.0
palencia,9.778201,56.0
sevilla,44.260094,43.0
