n,o,l
avila,34.57519,34.0
cadiz,35.087746,14.0
ciudad_real,0.17925583,0.0
soria,26.881512,26.0
huelva,16.925274,8.0
bizkaia,206.25348,259.0
jaen,32.933006,42.0
guadalajara,0.17928189,0.0
badajoz,22.10736,61.0
leon,52.637985,58.0
malaga,63.032,16.0
segovia,78.53695,101.0
albacete,0.21847081,0.0
gipuzkoa,54.91924,71.0
alicante,92.37479,112.0
burgos,31.003656,46.0
tarragona,38.962364,0.0
cuenca,0.17935541,0.0
valladolid,75.16029,139.0
toledo,71.59471,82.0
caceres,55.02325,152.0
araba/alava,0.17926168,0.0
girona,91.640045,0.0
zamora,839.6554,895.0
cordoba,24.553772,20.0
barcelona,56.956055,38.0
lleida,47.76051,53.0
castellon,34.414745,76.0
valencia,110.7383,179.0
granada,60.427757,39.0
salamanca,78.58464,95.0
almeria,19.476582,3.0
palencia,25.893002,47.0
sevilla,61.004047,60.0
