n,o,l
avila,26.289711,38.0
cadiz,18.711727,20.0
ciudad_real,131.89745,67.0
soria,30.329147,26.0
huelva,3.9499135,20.0
bizkaia,144.41957,0.0
jaen,19.50814,30.0
guadalajara,34.623894,51.0
badajoz,14.666642,1.0
leon,91.73828,37.0
malaga,36.959305,92.0
segovia,59.127453,69.0
albacete,35.81602,88.0
gipuzkoa,35.04283,0.0
alicante,49.776955,61.0
burgos,40.010418,168.0
tarragona,11.838454,0.0
cuenca,52.634544,130.0
valladolid,103.71695,28.0
toledo,25.995823,0.0
caceres,64.55951,12.0
araba/alava,157.37323,109.0
girona,0.2606777,0.0
zamora,835.3369,253.0
cordoba,12.634095,13.0
barcelona,26.625645,15.0
lleida,35.94988,6.0
castellon,26.340124,27.0
valencia,84.716354,63.0
granada,19.738686,46.0
salamanca,40.612278,37.0
almeria,5.4988136,13.0
palencia,5.4307795,11.0
sevilla,32.58416,13.0
